OBJECTID,stop_id,station_id,location_type,stop_name,agency_id,agency_name,route_short_name,route_type,tod_tier,x,y
190,14028,mtc:clay-sansome,0,Clay St & Sansome St,SF,San Francisco Municipal Transportation Agency,"1, 12",3,Tier 2,-122.40132,37.79478
191,14726,mtc:don-chee-steuart,0,Don Chee Way/Steuart St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, LOWL, NOWL","0, 3",Tier 2,-122.39356,37.79398
192,14727,mtc:don-chee-steuart,0,Don Chee Way/Steuart St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, LOWL","0, 3",Tier 2,-122.39344,37.79392
193,14447,mtc:duboce-and-church,0,Duboce Ave & Church St,SF,San Francisco Municipal Transportation Agency,"N, NBUS","0, 3",Tier 2,-122.42941,37.76947
194,14448,mtc:duboce-and-church,0,Duboce Ave & Church St,SF,San Francisco Municipal Transportation Agency,N,0,Tier 2,-122.4294,37.76941
195,17252,mtc:duboce-and-noe,0,Duboce St/Noe St/Duboce Park,SF,San Francisco Municipal Transportation Agency,N,0,Tier 2,-122.43356,37.76936
196,17281,mtc:embarcadero-sansome,0,Embarcadero & Sansome St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, LOWL","0, 3",Tier 2,-122.40323,37.80515
197,16993,mtc:forest-hill,0,Forest Hill Station Outbound,SF,San Francisco Municipal Transportation Agency,"K, L, M",0,Tier 2,-122.45919,37.74817
198,17879,mtc:fourth-brannan,0,Fourth Street & Brannan Northbound,SF,San Francisco Municipal Transportation Agency,T,0,Tier 2,-122.39659,37.7784
199,14263,mtc:geary-17th,0,Geary Blvd & 17th Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.47604,37.7806
200,14264,mtc:geary-17th,0,Geary Blvd & 17th Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.47598,37.78046
201,14270,mtc:geary-25th,0,Geary Blvd & 25th Ave,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.48456,37.78008
202,14269,mtc:geary-25th,0,Geary Blvd & 25th Ave,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.48461,37.78022
203,14271,mtc:geary-28th,0,Geary Blvd & 28th Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.48781,37.78001
204,14272,mtc:geary-28th,0,Geary Blvd & 28th Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.48805,37.77986
205,14273,mtc:geary-30th,0,Geary Blvd & 30th Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.48997,37.77996
206,14274,mtc:geary-30th,0,Geary Blvd & 30th Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.49019,37.77973
207,14275,mtc:geary-32nd,0,Geary Blvd & 32nd Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.49171,37.77963
208,14255,mtc:geary-3rd,0,Geary Blvd & 3rd Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.4613,37.78118
209,14256,mtc:geary-3rd,0,Geary Blvd & 3rd Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.46116,37.78104
210,14258,mtc:geary-6th,0,Geary Blvd & 6th Ave,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.46412,37.781
211,14257,mtc:geary-6th,0,Geary Blvd & 6th Ave,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.46449,37.78109
212,14259,mtc:geary-9th,0,Geary Blvd & 9th Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.46764,37.78098
213,14260,mtc:geary-9th,0,Geary Blvd & 9th Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.46732,37.78078
214,14288,mtc:geary-arguello,0,Geary Blvd & Arguello Blvd,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.45869,37.78115
215,17854,mtc:geary-arguello,0,Geary Blvd & Arguello Blvd,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.45896,37.78131
216,14289,mtc:geary-stjosephs,0,Geary Blvd & Baker St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.44297,37.78297
217,14291,mtc:geary-collins,0,Geary Blvd & Collins St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.44991,37.78203
218,14290,mtc:geary-collins,0,Geary Blvd & Collins St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.44999,37.78224
219,14292,mtc:geary-stanyan,0,Geary Blvd & Commonwealth St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.45568,37.78153
220,14293,mtc:geary-divisadero,0,Geary Blvd & Divisadero St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.43937,37.78343
221,14294,mtc:geary-divisadero,0,Geary Blvd & Divisadero St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.43957,37.78318
222,17954,mtc:geary-fillmore,0,Geary Blvd & Fillmore St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.43205,37.78438
223,14295,mtc:geary-fillmore,0,Geary Blvd & Fillmore St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.43305,37.78439
224,14298,mtc:geary-gough,0,Geary Blvd & Gough St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.42508,37.78543
225,14305,mtc:geary-laguna,0,Geary Blvd & Laguna St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.42816,37.78485
226,14304,mtc:geary-laguna,0,Geary Blvd & Laguna St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.42781,37.78503
227,17953,mtc:geary-masonic,0,Geary Blvd & Masonic St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.44703,37.7822
228,14755,mtc:geary-park-presidio,0,Geary Blvd & Park Presidio Blvd,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.4728,37.78067
229,14756,mtc:geary-park-presidio,0,Geary Blvd & Park Presidio Blvd,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.47183,37.78064
230,14758,mtc:geary-masonic,0,Geary Blvd & Presidio Ave,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.44669,37.78254
231,14760,mtc:geary-scott,0,Geary Blvd & Scott St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.43776,37.78385
232,14761,mtc:geary-scott,0,Geary Blvd & Scott St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.43767,37.78362
233,14762,mtc:geary-spruce,0,Geary Blvd & Spruce St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.45307,37.78185
234,14763,mtc:geary-spruce,0,Geary Blvd & Spruce St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.45326,37.7816
235,14764,mtc:geary-stanyan,0,Geary Blvd & Stanyan St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.45643,37.78126
236,14765,mtc:geary-stjosephs,0,Geary Blvd & St Joseph'S Ave,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.44254,37.7828
237,14769,mtc:geary-webster,0,Geary Blvd & Webster St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.43102,37.78464
238,14300,mtc:geary-jones,0,Geary St & Jones St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.41333,37.78677
239,14301,mtc:kearny-geary,0,Geary St & Kearny St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.40366,37.788
240,14302,mtc:geary-larkin,0,Geary St & Larkin St,SF,San Francisco Municipal Transportation Agency,"19, 38",3,Tier 2,-122.41825,37.78614
241,14303,mtc:geary-leavenworth,0,Geary St & Leavenworth St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.41497,37.78656
242,14757,mtc:geary-powell,0,Geary St & Powell St,SF,San Francisco Municipal Transportation Agency,"38, 38R",3,Tier 2,-122.40839,37.7874
243,14767,mtc:geary-taylor,0,Geary St & Taylor St,SF,San Francisco Municipal Transportation Agency,38,3,Tier 2,-122.41168,37.78698
244,15118,mtc:irving-2nd-and-arguello,0,Irving St & 2nd Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.45864,37.76444
245,18031,mtc:irving-5th-and-6th,0,Irving St & 5th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.46214,37.76418
246,18032,mtc:irving-5th-and-6th,0,Irving St & 6th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.46299,37.76424
247,17996,mtc:irving-9th,0,Irving St & 8th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.46543,37.76404
248,15124,mtc:irving-2nd-and-arguello,0,Irving St & Arguello Blvd,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.45802,37.76437
249,15174,mtc:jefferson-powell,0,Jefferson St & Powell St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, LOWL","0, 3",Tier 2,-122.41336,37.80859
250,15175,mtc:jefferson-taylor,0,Jefferson St & Taylor St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, LOWL","0, 3",Tier 2,-122.41551,37.80832
251,15184,mtc:jones-beach,0,Jones St & Beach St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, LOWL","0, 3",Tier 2,-122.41732,37.80713
252,17219,mtc:judah-laplaya-oceanbeach,0,Judah/La Playa/Ocean Beach,SF,San Francisco Municipal Transportation Agency,N,0,Tier 2,-122.50868,37.76035
253,15223,mtc:judah-laplaya-oceanbeach,0,Judah/La Playa/Ocean Beach,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.50818,37.7603
254,15196,mtc:judah-12th,0,Judah St & 12th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.46953,37.76199
255,15195,mtc:judah-12th,0,Judah St & 12th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.46932,37.76207
256,15197,mtc:judah-15th-16th,0,Judah St & 15th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.47278,37.76185
257,15198,mtc:judah-15th-16th,0,Judah St & 16th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.47363,37.76194
258,15199,mtc:judah-19th,0,Judah St & 19th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.47692,37.76174
259,15200,mtc:judah-19th,0,Judah St & 19th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.47719,37.76165
260,15201,mtc:judah-22nd-23rd,0,Judah St & 22nd Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.47986,37.76153
261,15202,mtc:judah-22nd-23rd,0,Judah St & 23rd Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.48116,37.76155
262,15203,mtc:judah-25th,0,Judah St & 25th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.4833,37.76145
263,15204,mtc:judah-25th,0,Judah St & 25th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.48356,37.76137
264,15206,mtc:judah-28th,0,Judah St & 28th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.48676,37.76123
265,15205,mtc:judah-28th,0,Judah St & 28th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.48651,37.76131
266,15208,mtc:judah-31st,0,Judah St & 31st Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.4895,37.76111
267,15207,mtc:judah-31st,0,Judah St & 31st Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.48972,37.76117
268,15210,mtc:judah-34th,0,Judah St & 34th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.4932,37.76096
269,15209,mtc:judah-34th,0,Judah St & 34th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.49293,37.76103
270,15212,mtc:judah-40th,0,Judah St & 40th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.49915,37.76068
271,15211,mtc:judah-40th,0,Judah St & 40th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.49936,37.76074
272,15213,mtc:judah-43rd,0,Judah St & 43rd Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.50257,37.7606
273,15214,mtc:judah-43rd,0,Judah St & 43rd Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.50284,37.76052
274,15215,mtc:judah-46th,0,Judah St & 46th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.50583,37.76049
275,15216,mtc:judah-46th,0,Judah St & 46th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.50606,37.76039
276,15194,mtc:judah-9th,0,Judah St & 9th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.46631,37.76214
277,15193,mtc:judah-9th,0,Judah St & 9th Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.46669,37.76223
278,15220,mtc:judah-funston,0,Judah St & Funston Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.47057,37.76195
279,15219,mtc:judah-funston,0,Judah St & Funston Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.47033,37.76208
280,15225,mtc:judah-sunset,0,Judah St & Sunset Blvd,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.49581,37.76085
281,15224,mtc:judah-sunset,0,Judah St & Sunset Blvd,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.49567,37.76092
282,17114,mtc:junipero-serra-ocean,0,Junipero Serra Blvd & Ocean Ave,SF,San Francisco Municipal Transportation Agency,K,0,Tier 2,-122.47182,37.73127
283,17113,mtc:junipero-serra-ocean,0,Junipero Serra Blvd & Ocean Ave,SF,San Francisco Municipal Transportation Agency,K,0,Tier 2,-122.47171,37.73163
284,14821,mtc:kearny-geary,0,Kearny St & Geary St,SF,San Francisco Municipal Transportation Agency,"30, 45, 8, 8AX, 8BX, 91, TBUS",3,Tier 2,-122.40346,37.78805
285,15234,mtc:king-2nd,0,King St & 2nd St,SF,San Francisco Municipal Transportation Agency,N,0,Tier 2,-122.38987,37.77972
286,15237,mtc:king-2nd,0,King St & 2nd St,SF,San Francisco Municipal Transportation Agency,N,0,Tier 2,-122.38982,37.77962
287,15239,mtc:4th-king,0,King St & 4th St,SF,San Francisco Municipal Transportation Agency,N,0,Tier 2,-122.39417,37.77627
288,15240,mtc:4th-king,0,King St & 4th St,SF,San Francisco Municipal Transportation Agency,N,0,Tier 2,-122.39408,37.77627
289,17264,mtc:market-1st,0,Market St & 1st St,SF,San Francisco Municipal Transportation Agency,"2, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.3992,37.79094
290,15639,mtc:market-2nd,0,Market St & 2nd St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.40131,37.78935
291,15640,mtc:market-Kearny,0,Market St & 3rd St,SF,San Francisco Municipal Transportation Agency,"9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.40352,37.78753
292,15643,mtc:market-4th,0,Market St & 4th St,SF,San Francisco Municipal Transportation Agency,"9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.40585,37.78571
293,15645,mtc:market-5th,0,Market St & 5th St,SF,San Francisco Municipal Transportation Agency,"9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.40814,37.78389
294,15655,mtc:market-5th,0,Market St & 5th  St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.40799,37.78408
295,15647,mtc:market-6th,0,Market St & 6th St,SF,San Francisco Municipal Transportation Agency,"9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.4104,37.7821
296,15656,mtc:market-7th,0,Market St & 7th St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.41244,37.78057
297,15650,mtc:market-7th,0,Market St & 7th St,SF,San Francisco Municipal Transportation Agency,"9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.41261,37.78036
298,15651,mtc:market-8th,0,Market St & 8th St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.41483,37.77861
299,15652,mtc:market-9th,0,Market St & 9th St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.41634,37.77741
300,15657,mtc:market-1st,0,Market St & Battery St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.39907,37.79111
301,15659,mtc:market-dolores,0,Market St & Buchanan St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.42615,37.76979
302,15662,mtc:church-market,0,Market St & Church St,SF,San Francisco Municipal Transportation Agency,"F, FBUS",0,Tier 2,-122.42921,37.76725
303,15661,mtc:church-market,0,Market St & Church St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, KBUS, LOWL","0, 3",Tier 2,-122.42878,37.7677
304,15668,mtc:market-dolores,0,Market St & Dolores St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.4271,37.76888
305,15669,mtc:market-main,0,Market St & Drumm St,SF,San Francisco Municipal Transportation Agency,"2, 9, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.39618,37.79347
306,15671,mtc:market-front,0,Market St & Front St,SF,San Francisco Municipal Transportation Agency,2,3,Tier 2,-122.39815,37.79192
307,15672,mtc:market-gough,0,Market St & Gough St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.42177,37.77327
308,15673,mtc:market-gough,0,Market St & Gough St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.42199,37.77287
309,15675,mtc:market-guerrero,0,Market St & Guerrero St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.42497,37.77057
310,15676,mtc:market-hyde,0,Market St & Hyde St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.41438,37.77911
311,15678,mtc:market-Kearny,0,Market St & Kearny St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.40337,37.78773
312,15681,mtc:market-guerrero,0,Market St & Laguna St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.42467,37.77095
313,15680,mtc:market-9th,0,Market St & Larkin St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS","0, 3",Tier 2,-122.41624,37.7776
314,15682,mtc:market-main,0,Market St & Main St,SF,San Francisco Municipal Transportation Agency,"F, FBUS",0,Tier 2,-122.39663,37.79298
315,15685,mtc:market-new-montgomery,0,Market St & New Montgomery St,SF,San Francisco Municipal Transportation Agency,"9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.40216,37.78861
316,15686,mtc:market-noe,0,Market St & Noe St,SF,San Francisco Municipal Transportation Agency,"F, FBUS",0,Tier 2,-122.43281,37.76449
317,15687,mtc:market-noe,0,Market St & Noe St,SF,San Francisco Municipal Transportation Agency,"37, F, FBUS, KBUS, LOWL","0, 3",Tier 2,-122.43332,37.76396
318,15691,mtc:market-sanchez,0,Market St & Sanchez St,SF,San Francisco Municipal Transportation Agency,"37, FBUS, KBUS, LOWL","0, 3",Tier 2,-122.43114,37.76569
319,17123,mtc:market-sanchez,0,Market St & Sanchez St,SF,San Francisco Municipal Transportation Agency,F,0,Tier 2,-122.43122,37.76563
320,15690,mtc:market-sanchez,0,Market St & Sanchez St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, KBUS, LOWL","0, 3",Tier 2,-122.43071,37.76619
321,15692,mtc:south-van-ness-market,0,Market St & South Van Ness Ave,SF,San Francisco Municipal Transportation Agency,"7, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.41932,37.77506
322,15694,mtc:market-4th,0,Market St & Stockton St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.40586,37.78578
323,15695,mtc:market-6th,0,Market St & Taylor St,SF,San Francisco Municipal Transportation Agency,"7, 9, 9R, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.41023,37.78232
324,15696,mtc:south-van-ness-market,0,Market St & Van Ness Ave,SF,San Francisco Municipal Transportation Agency,"7, F, FBUS, KBUS, LOWL, NBUS, NOWL","0, 3",Tier 2,-122.41925,37.7752
325,15728,mtc:castro,0,Metro Castro Station/Downtown,SF,San Francisco Municipal Transportation Agency,"K, L, M",0,Tier 2,-122.43523,37.76262
326,16991,mtc:castro,0,Metro Castro Station/Outbound,SF,San Francisco Municipal Transportation Agency,"K, L, M",0,Tier 2,-122.43529,37.76268
327,15726,mtc:church,0,Metro Church Station/Downtown,SF,San Francisco Municipal Transportation Agency,"K, L, M",0,Tier 2,-122.42917,37.76719
328,16998,mtc:church,0,Metro Church Station/Outbound,SF,San Francisco Municipal Transportation Agency,"K, L, M",0,Tier 2,-122.42932,37.76733
329,15730,mtc:forest-hill,0,Metro Forest Hill Station/Downtown,SF,San Francisco Municipal Transportation Agency,"K, L, M",0,Tier 2,-122.45862,37.74835
330,15419,mtc:van-ness,0,Metro Van Ness Station,SF,San Francisco Municipal Transportation Agency,"J, K, L, M, N",0,Tier 2,-122.41925,37.77513
331,15545,mtc:mission-11th,0,Mission St & 11th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 90",3,Tier 2,-122.41729,37.77431
332,15544,mtc:mission-11th,0,Mission St & 11th St,SF,San Francisco Municipal Transportation Agency,"14, 14R",3,Tier 2,-122.41628,37.77491
333,15548,mtc:mission-14th,0,Mission St & 14th St,SF,San Francisco Municipal Transportation Agency,"14, 49",3,Tier 2,-122.42002,37.7678
334,15552,901509,0,Mission St & 16th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 33, 49, 714",3,Tier 2,-122.41974,37.7648
335,15554,mtc:mission-18th,0,Mission St & 18th St,SF,San Francisco Municipal Transportation Agency,"14, 49",3,Tier 2,-122.41946,37.76176
336,15558,mtc:mission-20th,0,Mission St & 20th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 49",3,Tier 2,-122.41909,37.75817
337,15562,mtc:mission-22nd,0,Mission St & 22nd St,SF,San Francisco Municipal Transportation Agency,"14, 49",3,Tier 2,-122.4188,37.75517
338,15566,901609,0,Mission St & 24th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 49, 714",3,Tier 2,-122.41853,37.75196
339,15568,mtc:mission-26th,0,Mission St & 26th St,SF,San Francisco Municipal Transportation Agency,"14, 49",3,Tier 2,-122.41818,37.74857
340,15571,mtc:mission-30th,0,Mission St & 30th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 36, 49",3,Tier 2,-122.42194,37.74241
341,15572,mtc:mission-30th,0,Mission St & 30th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 49",3,Tier 2,-122.42199,37.74242
342,15532,mtc:mission-3rd,0,Mission St & 3rd St,SF,San Francisco Municipal Transportation Agency,"14, 14R",3,Tier 2,-122.40249,37.78597
343,15533,mtc:mission-4th,0,Mission St & 4th St,SF,San Francisco Municipal Transportation Agency,"14, 14R",3,Tier 2,-122.40393,37.78464
344,15535,mtc:mission-5th,0,Mission St & 5th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 714",3,Tier 2,-122.40653,37.78272
345,15536,mtc:mission-5th,0,Mission St & 5th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 714",3,Tier 2,-122.40664,37.78272
346,15538,mtc:mission-6th,0,Mission St & 6th St,SF,San Francisco Municipal Transportation Agency,14,3,Tier 2,-122.4091,37.78075
347,15537,mtc:mission-6th,0,Mission St & 6th St,SF,San Francisco Municipal Transportation Agency,14,3,Tier 2,-122.40831,37.78119
348,15539,mtc:mission-7th,0,Mission St & 7th St,SF,San Francisco Municipal Transportation Agency,14,3,Tier 2,-122.41135,37.77897
349,17129,mtc:mission-7th,0,Mission St & 7th St,SF,San Francisco Municipal Transportation Agency,14,3,Tier 2,-122.41051,37.77935
350,15541,mtc:mission-8th,0,Mission St & 8th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 714",3,Tier 2,-122.41273,37.7777
351,15540,mtc:mission-8th,0,Mission St & 8th St,SF,San Francisco Municipal Transportation Agency,"14, 14R, 714",3,Tier 2,-122.41355,37.77723
352,15542,mtc:mission-9th,0,Mission St & 9th St,SF,San Francisco Municipal Transportation Agency,14,3,Tier 2,-122.41431,37.77645
353,15543,mtc:mission-9th,0,Mission St & 9th St,SF,San Francisco Municipal Transportation Agency,14,3,Tier 2,-122.41518,37.77594
354,17841,mtc:mission-power,0,Mission St & Power St,SF,San Francisco Municipal Transportation Agency,"12, 14, 49",3,Tier 2,-122.4194,37.74625
355,15626,mtc:mission-valencia,0,Mission St & Valencia St,SF,San Francisco Municipal Transportation Agency,"14, 36, 49",3,Tier 2,-122.4203,37.74508
356,15780,mtc:ocean-aptos,0,Ocean Ave & Aptos Ave,SF,San Francisco Municipal Transportation Agency,"91, K, KBUS","0, 3",Tier 2,-122.46787,37.72838
357,15779,mtc:ocean-aptos,0,Ocean Ave & Aptos Ave,SF,San Francisco Municipal Transportation Agency,"91, K, KBUS","0, 3",Tier 2,-122.46756,37.72828
358,15785,mtc:ocean-ccsf,0,Ocean Ave/Ccsf Pedestrian Bridge,SF,San Francisco Municipal Transportation Agency,K,0,Tier 2,-122.45087,37.72295
