OBJECTID,Agency (Primary),HQTA Type,Stop ID,Route ID,HQTA Details,Agency (Secondary),Agency (Primary) GTFS Feed,Agency (Secondary) GTFS Feed,Average Trips per Peak Hour,Metropolitan Planning Organization,Plan Name,x,y
88,Alameda-Contra Costa Transit District,major_stop_bus,50024,W,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.396553,37.789249
89,Alameda-Contra Costa Transit District,major_stop_bus,50025,V,intersection_2_bus_routes_different_operators,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.39643,37.7895980000001
90,Alameda-Contra Costa Transit District,major_stop_bus,50028,O,intersection_2_bus_routes_different_operators,"Golden Gate Bridge, Highway and Transportation District",aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,0, , ,-122.396049,37.789650001
91,Alameda-Contra Costa Transit District,major_stop_bus,50030,NL,intersection_2_bus_routes_different_operators,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3.33, , ,-122.395854,37.7898000000001
92,Alameda-Contra Costa Transit District,major_stop_bus,50032,F,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.395667999,37.789949
93,Alameda-Contra Costa Transit District,major_stop_bus,50033,E,intersection_2_bus_routes_different_operators,"Golden Gate Bridge, Highway and Transportation District",aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,0, , ,-122.395619,37.790237
94,Alameda-Contra Costa Transit District,major_stop_bus,50035,J,intersection_2_bus_routes_different_operators,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.395468999,37.790356
95,Alameda-Contra Costa Transit District,major_stop_bus,50110,40,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.33, , ,-122.181497,37.770297
96,Alameda-Contra Costa Transit District,major_stop_bus,50110,NX3,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.33, , ,-122.181497,37.770297
97,Alameda-Contra Costa Transit District,major_stop_bus,50110,57,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.33, , ,-122.181497,37.770297
98,Alameda-Contra Costa Transit District,major_stop_bus,50110,NL,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.33, , ,-122.181497,37.770297
99,Alameda-Contra Costa Transit District,major_stop_bus,50110,680,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,5.33, , ,-122.181497,37.770297
100,Alameda-Contra Costa Transit District,major_stop_bus,50110,657,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,5.33, , ,-122.181497,37.770297
101,Alameda-Contra Costa Transit District,major_stop_bus,50110,805,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,5.33, , ,-122.181497,37.770297
102,Alameda-Contra Costa Transit District,major_stop_bus,50110,840,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,5.33, , ,-122.181497,37.770297
103,Alameda-Contra Costa Transit District,major_stop_bus,50110,638,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.33, , ,-122.181497,37.770297
104,Alameda-Contra Costa Transit District,major_stop_bus,50112,639,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.226088,37.777385999
105,Alameda-Contra Costa Transit District,major_stop_bus,50112,31,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.226088,37.777385999
106,Alameda-Contra Costa Transit District,major_stop_bus,50112,30,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.226088,37.777385999
107,Alameda-Contra Costa Transit District,major_stop_bus,50147,51A,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.258174,37.824916
108,Alameda-Contra Costa Transit District,major_stop_bus,50147,651,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.258174,37.824916
109,Alameda-Contra Costa Transit District,major_stop_bus,50147,851,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.258174,37.824916
110,Alameda-Contra Costa Transit District,major_stop_bus,50163,36,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.33, , ,-122.281569,37.8308020000001
111,Alameda-Contra Costa Transit District,major_stop_bus,50163,57,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.33, , ,-122.281569,37.8308020000001
112,Alameda-Contra Costa Transit District,major_stop_bus,50163,F,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.33, , ,-122.281569,37.8308020000001
113,Alameda-Contra Costa Transit District,major_stop_bus,50167,98,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.182723,37.736684
114,Alameda-Contra Costa Transit District,major_stop_bus,50212,651,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.272065,37.803051
115,Alameda-Contra Costa Transit District,major_stop_bus,50212,51A,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4.33, , ,-122.272065,37.803051
116,Alameda-Contra Costa Transit District,major_stop_bus,50212,6,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.272065,37.803051
117,Alameda-Contra Costa Transit District,major_stop_bus,50212,851,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4.33, , ,-122.272065,37.803051
118,Alameda-Contra Costa Transit District,major_stop_bus,50248,28,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.12559,37.6966170000001
119,Alameda-Contra Costa Transit District,major_stop_bus,50267,18,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.67, , ,-122.264455001,37.8406899990001
120,Alameda-Contra Costa Transit District,major_stop_bus,50335,86,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.25, , ,-122.084227,37.6687850000001
121,Alameda-Contra Costa Transit District,major_stop_bus,50335,34,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.25, , ,-122.084227,37.6687850000001
122,Alameda-Contra Costa Transit District,major_stop_bus,50335,60,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.25, , ,-122.084227,37.6687850000001
123,Alameda-Contra Costa Transit District,major_stop_bus,50335,93,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.25, , ,-122.084227,37.6687850000001
124,Alameda-Contra Costa Transit District,major_stop_bus,50335,41,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.25, , ,-122.084227,37.6687850000001
125,Alameda-Contra Costa Transit District,major_stop_bus,50335,56,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.25, , ,-122.084227,37.6687850000001
126,Alameda-Contra Costa Transit District,major_stop_bus,50403,12,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.267019,37.8108130000001
127,Alameda-Contra Costa Transit District,major_stop_bus,50403,633,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.267019,37.8108130000001
128,Alameda-Contra Costa Transit District,major_stop_bus,50403,88,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.267019,37.8108130000001
129,Alameda-Contra Costa Transit District,major_stop_bus,50403,805,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.267019,37.8108130000001
130,Alameda-Contra Costa Transit District,major_stop_bus,50444,27,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.268776,37.8722010000001
131,Alameda-Contra Costa Transit District,major_stop_bus,50444,51B,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.268776,37.8722010000001
132,Alameda-Contra Costa Transit District,major_stop_bus,50444,604,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4.33, , ,-122.268776,37.8722010000001
133,Alameda-Contra Costa Transit District,major_stop_bus,50444,52,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4, , ,-122.268776,37.8722010000001
134,Alameda-Contra Costa Transit District,major_stop_bus,50444,800,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,4.33, , ,-122.268776,37.8722010000001
135,Alameda-Contra Costa Transit District,major_stop_bus,50447,34,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.157942,37.7250550000001
136,Alameda-Contra Costa Transit District,major_stop_bus,50447,35,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.157942,37.7250550000001
137,Alameda-Contra Costa Transit District,major_stop_bus,50457,45,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.158406999,37.7419620000001
138,Alameda-Contra Costa Transit District,major_stop_bus,50475,18,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.67, , ,-122.269212001,37.839754
139,Alameda-Contra Costa Transit District,major_stop_bus,50475,12,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3.67, , ,-122.269212001,37.839754
140,Alameda-Contra Costa Transit District,major_stop_bus,50487,57,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.152077,37.743116
141,Alameda-Contra Costa Transit District,major_stop_bus,50487,90,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.152077,37.743116
142,Alameda-Contra Costa Transit District,major_stop_bus,50487,34,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.152077,37.743116
143,Alameda-Contra Costa Transit District,major_stop_bus,50487,35,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.152077,37.743116
144,Alameda-Contra Costa Transit District,major_stop_bus,50487,45,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,3, , ,-122.152077,37.743116
145,Alameda-Contra Costa Transit District,major_stop_bus,50501,DB1,intersection_2_bus_routes_different_operators,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1ERQ==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.0315043,37.5716267
146,Alameda-Contra Costa Transit District,major_stop_bus,50501,DB,intersection_2_bus_routes_different_operators,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1ERQ==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.0315043,37.5716267
147,Alameda-Contra Costa Transit District,major_stop_bus,50501,211,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.031504,37.571627
148,Alameda-Contra Costa Transit District,major_stop_bus,50501,621,intersection_2_bus_routes_different_operators,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1ERQ==,0, , ,-122.031504,37.571627
