pop_23,white_23,B19001_001E_x,hinc_23,mhval_23,mhval_23_se,mrent_23,mrent_23_se,total_25_23,total_25_col_bd_23,total_25_col_md_23,total_25_col_pd_23,state_x,county_x,tract_x,total_25_col_phd_23,tot_units_built_23,units_40_49_built_23,units_39_early_built_23,ohu_23,rhu_23,mmhcosts_23,iinc_23,B19001_001E_y,I_10000_23,I_15000_23,I_20000_23,I_25000_23,I_30000_23,I_35000_23,I_40000_23,I_45000_23,I_50000_23,I_60000_23,I_75000_23,I_100000_23,I_125000_23,I_150000_23,I_200000_23,I_201000_23,mov_wc_w_income_23,mov_wc_9000_23,mov_wc_15000_23,mov_wc_25000_23,mov_wc_35000_23,mov_wc_50000_23,mov_wc_65000_23,mov_wc_75000_23,mov_wc_76000_more_23,mov_oc_w_income_23,mov_oc_9000_23,mov_oc_15000_23,mov_oc_25000_23,mov_oc_35000_23,mov_oc_50000_23,mov_oc_65000_23,mov_oc_75000_23,mov_oc_76000_more_23,mov_os_w_income_23,mov_os_9000_23,mov_os_15000_23,mov_os_25000_23,mov_os_35000_23,mov_os_50000_23,mov_os_65000_23,mov_os_75000_23,mov_os_76000_more_23,mov_fa_w_income_23,mov_fa_9000_23,mov_fa_15000_23,mov_fa_25000_23,mov_fa_35000_23,mov_fa_50000_23,mov_fa_65000_23,mov_fa_75000_23,mov_fa_76000_more_23,FIPS,mhval_19,mhval_19_se,mrent_19,mrent_19_se,mov_wc_w_income_19,mov_wc_9000_19,mov_wc_15000_19,mov_wc_25000_19,mov_wc_35000_19,mov_wc_50000_19,mov_wc_65000_19,mov_wc_75000_19,state_y,county_y,tract_y,mov_wc_76000_more_19,mov_oc_w_income_19,mov_oc_9000_19,mov_oc_15000_19,mov_oc_25000_19,mov_oc_35000_19,mov_oc_50000_19,mov_oc_65000_19,mov_oc_75000_19,mov_oc_76000_more_19,mov_os_w_income_19,mov_os_9000_19,mov_os_15000_19,mov_os_25000_19,mov_os_35000_19,mov_os_50000_19,mov_os_65000_19,mov_os_75000_19,mov_os_76000_more_19,mov_fa_w_income_19,mov_fa_9000_19,mov_fa_15000_19,mov_fa_25000_19,mov_fa_35000_19,mov_fa_50000_19,mov_fa_65000_19,mov_fa_75000_19,mov_fa_76000_more_19,iinc_19
8346,2281,2790,183773,2000001,-333333333,2648,274,5863,1770,1563,257,06,085,506202,224,2790,13,8,1702,1088,3004,74854,2790,42,0,26,27,14,28,16,17,16,64,201,299,377,80,361,1222,394,41,17,49,33,26,34,0,194,113,31,16,9,25,16,16,0,0,15,0,0,0,0,0,0,0,15,44,13,17,14,0,0,0,0,0,06085506202,1392100,76685,2296,208,342,20,18,12,6,27,43,32,06,085,506202,184,93,19,0,0,34,0,16,0,24,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,62513
6256,933,2257,119301,903400,231060,2450,150,4215,1228,921,61,06,085,506203,277,2441,158,0,575,1682,2553,48601,2257,144,119,0,40,7,18,140,50,15,38,50,309,208,214,379,526,510,98,64,35,0,17,18,0,278,224,0,63,18,0,15,18,16,94,95,0,0,0,14,15,21,18,27,152,45,47,0,0,12,17,0,31,06085506203,731600,186018,2288,142,465,48,37,15,0,36,16,45,06,085,506203,268,98,17,0,0,12,0,28,0,41,112,31,0,0,18,40,0,0,23,138,66,0,0,16,0,0,0,56,41597
5746,1252,2042,182717,1749600,122368,3183,313,4054,1191,1180,54,06,085,506204,239,2232,59,26,1391,651,3425,58038,2042,77,15,0,48,0,74,26,34,25,0,84,212,155,81,267,944,276,0,36,0,0,0,21,15,204,80,0,0,0,0,0,38,0,42,63,0,0,18,45,0,0,0,0,29,14,0,0,0,0,0,0,15,06085506204,1161200,56888,2378,363,239,38,0,29,0,40,0,16,06,085,506204,116,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,75,48,0,0,13,0,0,0,14,60536
4717,1697,1997,122404,1052400,278799,2447,153,3678,1116,253,75,06,085,506301,91,2323,71,0,511,1486,2402,47943,1997,67,99,24,0,83,0,120,77,30,35,108,229,141,397,249,338,415,13,0,0,33,55,48,0,266,13,10,0,3,0,0,0,0,0,51,0,0,0,0,0,3,13,35,23,11,0,0,0,0,0,0,12,06085506301,847700,186383,2078,131,310,37,21,23,34,54,20,16,06,085,506301,105,56,0,17,0,0,0,21,0,18,101,0,0,4,26,0,0,0,71,2,0,2,0,0,0,0,0,0,43176
6352,2739,2545,188705,1785600,97257,3127,171,4753,1459,1178,54,06,085,506302,297,2698,20,18,1181,1364,3225,84000,2545,37,11,11,8,0,97,9,24,43,106,100,71,147,272,438,1171,355,0,0,0,1,2,88,44,220,81,0,0,0,22,0,0,0,59,149,0,0,0,0,0,0,0,149,57,21,8,20,0,0,0,0,8,06085506302,1062800,59804,2254,174,179,14,0,0,28,0,91,13,06,085,506302,33,52,0,10,0,0,0,0,10,32,91,74,0,0,0,0,0,0,17,69,36,0,18,0,0,0,0,15,48354
6034,1320,2348,114188,1565400,208349,2431,144,3992,786,822,108,06,085,506304,390,2604,40,0,585,1763,2467,72526,2348,38,83,64,74,17,10,0,75,122,34,317,226,254,265,195,574,577,63,51,0,52,158,17,27,209,54,13,0,12,0,0,15,0,14,95,0,0,0,37,0,0,0,58,109,0,0,0,91,0,0,0,18,06085506304,1007000,116563,2180,83,503,32,46,94,15,22,84,11,06,085,506304,199,217,0,0,67,0,70,0,0,80,291,16,0,40,46,33,0,0,156,67,54,0,0,0,13,0,0,0,53081
5615,1537,2111,97589,1331500,473229,2162,194,3818,924,353,91,06,085,506305,208,2507,181,111,595,1516,2284,54009,2111,96,117,13,44,29,9,94,44,35,153,54,408,252,82,221,460,364,98,47,18,3,82,18,0,98,138,12,0,0,0,32,67,0,27,69,0,0,0,0,69,0,0,0,32,0,0,0,0,0,0,0,32,06085506305,1044800,88179,1799,150,683,135,70,57,188,88,59,0,06,085,506305,86,145,25,14,0,0,27,38,0,41,54,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,33980
4945,2032,2208,166667,1505800,303585,2941,558,3993,1313,692,121,06,085,506401,142,2442,44,36,683,1525,2982,82772,2208,21,27,85,27,19,20,0,46,0,29,176,265,233,81,231,948,465,0,7,15,66,125,0,57,195,446,19,0,0,0,37,166,0,224,33,9,0,12,0,0,0,0,12,14,0,0,0,0,0,0,0,14,06085506401,1003500,94126,2376,396,563,30,7,171,0,78,22,81,06,085,506401,174,221,0,0,9,0,12,70,0,130,179,106,3,8,0,0,0,0,62,67,25,0,0,0,0,0,0,42,52397
5242,1970,2158,117337,1574900,199190,2423,128,4015,1333,489,92,06,085,506402,80,2375,51,20,851,1307,2367,47602,2158,151,0,57,50,13,75,24,107,101,60,72,190,234,175,174,675,201,5,0,61,0,42,33,0,60,53,0,0,4,0,0,0,17,32,27,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,06085506402,965600,72989,1844,98,322,20,28,19,0,27,119,0,06,085,506402,109,133,0,0,9,0,0,13,10,101,0,0,0,0,0,0,0,0,0,34,0,25,9,0,0,0,0,0,48556
4897,2628,2154,156354,1236700,338165,3030,485,3546,1292,674,127,06,085,506502,165,2440,166,250,911,1243,3202,89975,2154,26,0,38,17,16,58,31,0,45,34,203,314,79,164,433,696,517,61,40,18,0,123,20,0,255,149,0,0,55,19,13,0,0,62,220,0,0,0,20,22,32,56,90,0,0,0,0,0,0,0,0,0,06085506502,887800,78737,2310,176,324,24,32,18,0,13,32,0,06,085,506502,205,99,15,0,0,29,13,0,0,42,123,0,0,1,0,6,30,0,86,0,0,0,0,0,0,0,0,0,65750
6477,2583,2704,112045,1596100,311147,2271,177,4762,1423,574,74,06,085,506503,167,2813,212,37,777,1927,2478,58629,2704,239,91,24,168,17,83,0,37,20,76,251,221,283,179,368,647,722,184,65,0,0,0,322,23,128,39,9,0,0,0,0,0,30,0,23,0,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,06085506503,1046300,79103,1952,185,709,60,15,55,137,67,131,30,06,085,506503,214,169,2,0,12,32,0,54,0,69,52,0,0,0,18,0,0,0,34,62,18,18,13,0,0,0,0,13,40500
4081,1524,1566,128214,1682100,102795,2174,239,2891,874,484,78,06,085,506601,89,1700,48,0,696,870,2224,60902,1566,13,33,44,21,28,15,8,6,63,46,169,194,135,93,129,569,223,26,0,10,45,8,15,14,105,73,0,6,0,0,0,0,0,67,36,0,0,12,11,0,0,0,13,44,0,24,0,0,0,0,0,20,06085506601,1157200,63878,1815,85,196,10,48,17,44,9,0,8,06,085,506601,60,50,11,0,0,19,0,0,0,20,76,15,0,12,0,0,0,8,41,27,0,0,0,0,0,0,0,27,53627
4336,1832,1510,250001,1697900,78400,3501,-333333333,3092,1304,673,65,06,085,506603,189,1517,46,0,999,511,3641,98013,1510,10,36,16,10,0,6,3,17,0,56,8,105,70,48,192,933,334,16,0,0,0,5,48,0,265,58,10,0,0,0,0,0,9,39,27,0,0,0,6,0,0,0,21,4,0,4,0,0,0,0,0,0,06085506603,1130000,40229,2569,894,216,11,6,38,9,9,9,0,06,085,506603,134,46,0,0,17,0,0,0,0,29,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,64695
