pop_23,white_23,B19001_001E_x,hinc_23,mhval_23,mhval_23_se,mrent_23,mrent_23_se,total_25_23,total_25_col_bd_23,total_25_col_md_23,total_25_col_pd_23,state_x,county_x,tract_x,total_25_col_phd_23,tot_units_built_23,units_40_49_built_23,units_39_early_built_23,ohu_23,rhu_23,mmhcosts_23,iinc_23,B19001_001E_y,I_10000_23,I_15000_23,I_20000_23,I_25000_23,I_30000_23,I_35000_23,I_40000_23,I_45000_23,I_50000_23,I_60000_23,I_75000_23,I_100000_23,I_125000_23,I_150000_23,I_200000_23,I_201000_23,mov_wc_w_income_23,mov_wc_9000_23,mov_wc_15000_23,mov_wc_25000_23,mov_wc_35000_23,mov_wc_50000_23,mov_wc_65000_23,mov_wc_75000_23,mov_wc_76000_more_23,mov_oc_w_income_23,mov_oc_9000_23,mov_oc_15000_23,mov_oc_25000_23,mov_oc_35000_23,mov_oc_50000_23,mov_oc_65000_23,mov_oc_75000_23,mov_oc_76000_more_23,mov_os_w_income_23,mov_os_9000_23,mov_os_15000_23,mov_os_25000_23,mov_os_35000_23,mov_os_50000_23,mov_os_65000_23,mov_os_75000_23,mov_os_76000_more_23,mov_fa_w_income_23,mov_fa_9000_23,mov_fa_15000_23,mov_fa_25000_23,mov_fa_35000_23,mov_fa_50000_23,mov_fa_65000_23,mov_fa_75000_23,mov_fa_76000_more_23,FIPS,mhval_19,mhval_19_se,mrent_19,mrent_19_se,mov_wc_w_income_19,mov_wc_9000_19,mov_wc_15000_19,mov_wc_25000_19,mov_wc_35000_19,mov_wc_50000_19,mov_wc_65000_19,mov_wc_75000_19,state_y,county_y,tract_y,mov_wc_76000_more_19,mov_oc_w_income_19,mov_oc_9000_19,mov_oc_15000_19,mov_oc_25000_19,mov_oc_35000_19,mov_oc_50000_19,mov_oc_65000_19,mov_oc_75000_19,mov_oc_76000_more_19,mov_os_w_income_19,mov_os_9000_19,mov_os_15000_19,mov_os_25000_19,mov_os_35000_19,mov_os_50000_19,mov_os_65000_19,mov_os_75000_19,mov_os_76000_more_19,mov_fa_w_income_19,mov_fa_9000_19,mov_fa_15000_19,mov_fa_25000_19,mov_fa_35000_19,mov_fa_50000_19,mov_fa_65000_19,mov_fa_75000_19,mov_fa_76000_more_19,iinc_19
3538,1007,1283,105329,824200,51868,2567,140,2621,510,281,6,06,001,431100,21,1339,309,0,388,895,2466,47329,1283,10,25,0,31,0,10,52,58,82,73,103,139,193,154,142,211,232,0,0,0,72,69,17,0,74,58,0,0,0,0,0,0,34,24,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,06001431100,587700,32932,1741,104,159,19,35,16,39,0,23,10,06,001,431100,17,137,3,0,0,22,53,47,12,0,37,0,0,30,0,0,7,0,0,9,0,0,0,0,9,0,0,0,40360
5572,2168,2318,104646,726500,62198,2739,213,4285,1099,594,64,06,001,431200,26,2550,584,125,1293,1025,2539,56147,2318,119,15,44,0,34,0,38,16,13,171,336,257,262,321,337,355,203,16,0,0,46,48,0,40,53,53,10,4,0,0,0,29,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001431200,565100,44288,2110,103,288,88,35,3,30,16,58,0,06,001,431200,58,112,0,26,0,28,0,0,0,58,70,0,0,0,0,0,70,0,0,8,0,0,0,0,0,0,0,8,53315
3828,1232,1306,183735,1005400,71110,2583,148,2620,705,532,152,06,001,432100,78,1410,221,751,876,430,2842,83080,1306,23,0,18,19,49,7,11,9,91,13,33,79,49,138,191,576,216,3,0,16,0,9,5,0,183,172,104,0,0,35,0,12,0,21,31,12,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,06001432100,678000,44922,1754,165,102,0,0,18,51,9,10,0,06,001,432100,14,86,11,0,22,0,0,0,0,53,48,33,0,10,0,5,0,0,0,8,0,0,8,0,0,0,0,0,55345
3940,1006,1527,92702,1000500,85352,2231,165,2975,745,244,122,06,001,432200,45,1671,271,652,731,796,2308,48002,1527,119,62,60,79,23,8,17,34,20,51,184,173,144,102,146,305,61,18,0,6,0,0,10,0,27,35,26,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,13,0,0,0,0,0,0,06001432200,742100,57033,1638,113,87,23,31,0,0,0,8,0,06,001,432200,25,53,15,0,27,0,0,0,0,11,64,8,0,0,12,0,13,0,31,0,0,0,0,0,0,0,0,0,48059
4781,1218,1754,156531,855400,39607,1938,838,3576,1058,308,177,06,001,432300,174,1779,433,688,1318,436,2024,69471,1754,37,91,7,26,15,59,9,57,41,121,52,104,105,105,276,649,66,0,9,0,9,0,0,9,39,93,0,0,0,0,8,10,17,58,14,0,0,0,0,0,0,0,14,11,11,0,0,0,0,0,0,0,06001432300,600200,27799,1519,161,145,18,0,0,51,55,8,0,06,001,432300,13,43,0,0,0,10,0,0,0,33,45,0,32,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,38582
6332,884,1842,96500,665000,77832,2247,122,4132,615,185,17,06,001,432400,26,1842,446,82,826,1016,2171,39025,1842,32,34,64,17,71,84,13,72,60,112,149,227,311,190,222,184,172,8,17,8,24,34,43,10,28,67,7,40,0,0,0,20,0,0,11,0,0,0,11,0,0,0,0,13,13,0,0,0,0,0,0,0,06001432400,496600,45849,1749,85,413,112,29,50,90,71,20,9,06,001,432400,32,32,9,13,10,0,0,0,0,0,31,31,0,0,0,0,0,0,0,24,15,0,0,0,9,0,0,0,28782
4852,785,1414,123232,760400,56451,1906,191,3681,920,191,11,06,001,432501,21,1455,396,133,886,528,1889,42091,1414,41,32,23,0,44,37,17,34,45,9,61,198,195,134,143,401,181,0,45,8,0,0,22,20,86,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,06001432501,538800,43978,1713,151,284,99,0,8,11,135,16,0,06,001,432501,15,127,25,0,33,37,32,0,0,0,27,0,7,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,26704
5111,438,1431,112483,734100,75033,2099,184,3651,1066,169,88,06,001,432502,0,1526,348,24,594,837,2107,36023,1431,41,70,115,25,77,0,0,8,60,29,53,114,180,157,177,325,75,14,3,8,18,23,0,0,9,55,0,0,3,0,11,0,0,41,34,0,0,0,0,17,8,0,9,0,0,0,0,0,0,0,0,0,06001432502,569800,30315,1658,158,210,35,45,9,35,24,11,0,06,001,432502,51,57,0,8,0,0,7,13,10,19,12,0,0,0,12,0,0,0,0,6,0,6,0,0,0,0,0,0,32979
2654,1383,976,96481,996800,100873,2018,576,2065,542,186,53,06,001,432700,23,1024,261,393,732,244,2310,41531,976,77,32,13,0,17,61,41,0,13,55,99,91,29,55,120,273,87,87,0,0,0,0,0,0,0,12,6,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,06001432700,670400,27609,1703,146,121,0,9,12,30,0,0,9,06,001,432700,61,63,11,11,0,10,10,0,6,15,44,12,0,0,0,0,0,0,32,2,0,0,1,0,0,0,0,1,51163
4037,1557,1455,130202,1104400,59803,3039,331,3100,1063,245,69,06,001,432800,70,1584,118,128,1193,262,2548,59212,1455,20,0,102,36,12,24,35,71,23,23,88,119,172,148,213,369,248,21,0,72,40,25,6,30,54,115,62,10,0,20,0,0,0,23,68,32,9,0,0,15,0,0,12,23,0,0,0,12,0,11,0,0,06001432800,801400,36752,2289,700,119,31,11,14,0,13,4,16,06,001,432800,30,109,33,15,15,22,0,24,0,0,15,0,0,0,0,0,0,0,15,9,0,0,0,5,4,0,0,0,54063
3674,1284,1388,102118,771500,51077,2503,556,2842,784,221,46,06,001,433000,123,1454,879,34,1076,312,2124,51536,1388,46,23,66,0,48,12,35,38,59,49,86,160,202,93,239,232,48,0,0,0,0,37,0,0,11,62,24,0,0,0,12,0,0,26,73,0,0,0,0,0,0,52,21,0,0,0,0,0,0,0,0,0,06001433000,574500,25356,1891,306,80,0,0,14,48,0,9,0,06,001,433000,9,41,0,10,15,6,0,0,0,10,31,0,0,0,0,0,20,11,0,15,15,0,0,0,0,0,0,0,43807
4064,354,1304,102703,842100,34388,2505,341,3190,592,211,29,06,001,433102,36,1343,368,11,888,416,2000,52119,1304,36,15,32,40,7,29,44,26,102,41,65,212,114,108,102,331,161,19,19,0,0,34,15,41,33,112,6,0,27,0,0,0,7,72,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,06001433102,577000,32415,1732,101,181,18,9,62,0,70,11,11,06,001,433102,0,119,0,25,0,0,10,20,0,64,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,40514
3460,770,1432,64615,597800,90395,2076,199,2681,350,125,37,06,001,433103,23,1543,111,62,330,1102,1997,35385,1432,87,60,28,169,46,55,37,59,45,97,80,240,80,116,183,50,128,30,0,87,0,0,0,0,11,76,32,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,06001433103,555100,61286,1568,127,373,51,0,44,33,41,177,10,06,001,433103,17,81,0,7,0,13,38,14,0,9,44,7,0,20,0,10,7,0,0,28,11,0,0,17,0,0,0,0,38815
4584,728,1776,78603,679300,249747,2114,207,3242,590,276,37,06,001,433104,0,1857,108,107,547,1229,2048,37043,1776,143,74,25,67,16,129,41,54,31,72,211,394,115,113,122,169,215,2,0,25,50,36,0,0,102,38,2,1,4,3,0,0,8,20,61,0,0,9,8,0,35,9,0,0,0,0,0,0,0,0,0,0,06001433104,533500,64600,1662,68,277,11,8,77,12,36,18,12,06,001,433104,103,142,21,0,49,0,13,37,0,22,118,15,0,9,0,11,50,13,20,19,0,0,10,0,9,0,0,0,36787
8135,721,2727,84818,822400,32107,1712,127,5910,1430,129,0,06,001,433200,0,2809,133,155,1417,1310,1685,35941,2727,110,122,145,57,94,202,14,73,25,179,214,526,254,121,265,326,482,22,58,71,61,55,0,85,130,55,7,7,0,0,0,0,0,41,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001433200,543900,45930,1241,132,285,52,20,48,20,4,62,0,06,001,433200,79,132,17,4,0,42,0,0,0,69,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,31273
7265,1053,2036,102823,811200,45298,2748,192,5492,886,183,21,06,001,433300,14,2054,175,47,1656,380,2500,37102,2036,48,36,18,70,17,17,0,87,64,48,182,402,247,213,410,177,252,0,0,4,0,36,130,47,35,84,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,06001433300,578600,26554,1905,503,194,11,0,13,0,85,31,0,06,001,433300,54,1,1,0,0,0,0,0,0,0,37,12,12,0,0,13,0,0,0,19,19,0,0,0,0,0,0,0,37320
5824,784,2174,127601,720000,84403,3042,230,4351,1560,381,44,06,001,433400,66,2237,0,72,1609,565,2696,60320,2174,58,0,94,19,84,37,10,74,35,93,155,225,181,93,388,628,19,0,0,0,1,0,0,0,18,71,0,0,0,10,17,0,0,44,1,1,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,06001433400,580100,54717,1902,202,113,0,2,23,0,12,0,0,06,001,433400,76,131,20,34,9,0,13,0,9,46,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,43360
4084,1076,1486,75319,801600,64335,2006,518,3277,688,244,40,06,001,433500,0,1585,34,30,1243,243,1949,30483,1486,80,7,53,88,35,73,181,63,27,80,50,198,140,51,123,237,108,0,0,0,28,32,0,0,48,56,7,0,26,10,0,0,0,13,32,11,0,0,0,0,0,0,21,10,0,9,1,0,0,0,0,0,06001433500,584500,23378,2025,416,194,0,2,84,8,59,24,10,06,001,433500,7,51,2,0,0,14,0,0,0,35,58,24,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,36905
5871,1629,2170,82457,815500,59199,1716,249,4643,861,281,42,06,001,433600,5,2277,426,0,1271,899,1864,35546,2170,35,253,0,94,97,5,47,0,42,86,264,237,246,147,299,318,320,6,0,0,72,193,24,6,19,33,25,0,0,0,0,0,0,8,32,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,06001433600,552200,68791,1682,269,92,0,29,12,0,0,20,0,06,001,433600,31,19,0,0,0,0,0,0,0,19,37,0,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,26794
3206,231,912,84813,694000,53851,2239,263,2229,218,111,0,06,001,433700,2,1006,332,40,461,451,2366,34320,912,86,23,23,60,26,0,3,0,22,70,87,98,75,84,75,180,231,3,0,32,67,59,3,17,50,47,29,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001433700,536100,55293,1749,156,176,19,0,7,0,37,54,14,06,001,433700,45,73,4,28,0,0,0,14,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35096
6850,373,2377,80148,608300,109841,2024,160,4080,407,267,11,06,001,433900,7,2419,131,106,325,2052,2012,42444,2377,34,57,58,74,25,0,81,252,117,146,196,516,246,229,259,87,153,29,0,59,0,25,20,20,0,77,16,0,47,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001433900,490700,71955,1691,94,124,21,53,0,19,13,0,0,06,001,433900,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29049
5378,777,1686,55962,595300,153456,1857,231,3978,595,67,11,06,001,434000,0,1909,350,102,475,1211,1896,27840,1686,226,91,85,109,0,132,86,0,75,65,159,167,111,100,70,210,276,76,22,75,36,0,0,0,67,9,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,8,37,0,0,0,0,0,0,0,37,06001434000,447500,59332,1331,136,321,46,87,42,28,64,32,0,06,001,434000,22,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,16,8,0,0,0,8,0,0,0,31027
5595,1199,1629,129191,960500,51222,2828,80,3494,1135,490,90,06,001,435102,19,1739,0,67,1219,410,2808,53150,1629,36,0,0,17,8,0,191,21,0,56,26,137,250,140,315,432,214,123,34,1,0,7,0,10,39,317,198,17,16,30,5,0,0,51,26,14,7,0,2,3,0,0,0,8,0,0,0,0,8,0,0,0,06001435102,789800,38681,2215,189,238,78,7,7,9,0,0,0,06,001,435102,137,561,354,36,25,12,32,21,11,70,70,41,13,16,0,0,0,0,0,9,0,0,5,4,0,0,0,0,37520
7325,2491,2421,184875,1336700,200764,-666666666,-222222222,5292,1832,1136,76,06,001,435103,160,2480,24,43,2317,104,3849,74257,2421,142,32,0,0,0,18,0,24,0,142,77,226,67,205,373,1115,132,12,30,6,0,1,24,0,59,361,52,0,10,42,0,92,0,165,39,39,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,06001435103,963500,56280,3055,393,154,4,45,20,5,0,22,0,06,001,435103,58,157,16,9,22,0,35,0,16,59,20,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,62011
6615,760,2549,119681,895500,64106,2327,120,4975,1400,557,55,06,001,435104,126,2674,16,48,992,1557,2487,59405,2549,20,44,35,26,19,48,90,26,154,43,257,248,283,141,346,769,392,0,25,25,40,46,20,56,180,188,13,0,0,0,48,14,22,91,65,23,0,20,0,0,0,0,22,15,0,0,0,0,15,0,0,0,06001435104,622000,79090,1962,124,452,27,44,69,24,52,50,0,06,001,435104,186,189,14,8,0,96,0,7,16,48,34,9,13,0,0,0,0,0,12,33,21,0,0,0,0,12,0,0,38350
4530,1021,1426,129375,927600,56006,3392,889,3276,734,398,70,06,001,435200,200,1458,161,64,1132,294,2599,53889,1426,10,0,50,0,52,58,15,7,6,43,69,199,179,152,257,329,336,34,0,11,11,48,28,116,88,27,0,0,3,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001435200,614000,29244,1338,484,81,35,8,5,17,0,0,0,06,001,435200,16,41,23,0,8,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43512
4909,1061,1639,114484,818300,50179,2350,118,3866,915,479,49,06,001,435300,71,1761,283,203,888,751,2390,48399,1639,24,16,0,36,37,7,62,14,93,86,135,219,206,217,282,205,305,14,5,27,0,16,155,7,81,188,5,29,0,6,13,19,57,59,23,0,0,0,23,0,0,0,0,45,0,0,0,22,0,23,0,0,06001435300,543000,51906,1704,142,276,75,56,11,46,42,23,0,06,001,435300,23,118,8,9,0,8,53,18,8,14,9,2,7,0,0,0,0,0,0,48,0,8,0,10,11,10,9,0,37811
5077,1165,1888,83310,643300,44895,1988,516,3689,533,242,56,06,001,435400,27,2346,140,397,621,1267,2383,40050,1888,172,108,51,31,94,30,15,10,8,93,293,149,216,91,274,253,195,30,7,11,26,22,0,8,91,141,0,31,82,18,0,0,0,10,44,0,44,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,06001435400,508000,77150,1662,118,227,34,42,13,26,0,35,32,06,001,435400,45,255,21,35,31,66,21,34,0,47,0,0,0,0,0,0,0,0,0,21,0,0,9,0,0,0,0,12,33448
4023,1013,1436,81275,732400,72671,2198,105,2925,510,119,32,06,001,435500,17,1464,261,238,416,1020,2184,42184,1436,148,46,50,0,33,16,87,54,62,45,151,151,159,187,108,139,50,23,0,0,0,0,0,0,27,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001435500,543400,70318,1673,163,188,12,3,8,26,39,0,0,06,001,435500,100,103,40,2,0,0,29,32,0,0,7,0,7,0,0,0,0,0,0,34,14,11,0,0,0,0,0,9,35123
4813,604,1469,80325,703600,101314,2123,220,3350,530,105,23,06,001,435601,0,1561,294,198,455,1014,2166,28363,1469,71,87,18,64,21,6,118,20,24,119,163,209,209,139,69,132,174,7,7,27,0,30,53,0,50,100,6,0,60,20,0,0,0,14,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,06001435601,479700,63477,1789,113,329,53,39,94,16,55,54,0,06,001,435601,18,107,0,24,0,74,0,9,0,0,19,0,0,0,0,10,9,0,0,39,0,0,0,32,0,0,7,0,31882
5506,968,1626,88273,656300,47468,2103,132,3758,411,156,7,06,001,435602,29,1733,184,316,477,1149,2082,34266,1626,20,27,45,75,12,42,32,40,48,73,261,298,251,98,162,142,127,44,28,21,19,0,15,0,0,39,7,0,0,0,6,12,0,14,10,10,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,06001435602,505600,80127,1584,114,199,81,59,16,0,10,12,11,06,001,435602,10,39,0,0,12,0,0,0,17,10,23,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31006
4913,912,1503,100610,798900,54028,2076,200,3575,431,55,61,06,001,435700,0,1527,77,90,972,531,2096,41094,1503,30,40,0,11,49,57,50,0,11,39,246,208,166,134,236,226,7,0,0,0,3,2,0,0,2,82,5,0,0,38,39,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,06001435700,573800,32202,1744,98,85,26,0,4,0,15,0,0,06,001,435700,40,25,0,0,0,0,8,0,7,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32370
5802,1166,1689,106860,848600,20781,2728,477,4098,729,197,48,06,001,435800,10,1741,1092,29,1182,507,2696,40705,1689,11,0,29,59,75,58,80,22,59,21,60,249,288,104,267,307,116,28,9,26,19,14,0,0,20,46,0,0,0,0,27,0,0,19,35,0,9,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,06001435800,554000,29664,2113,337,137,4,0,17,22,0,46,0,06,001,435800,48,14,0,0,0,0,0,0,0,14,75,0,11,44,0,10,10,0,0,0,0,0,0,0,0,0,0,0,40507
5138,1280,1555,117841,825100,32725,3063,409,3879,913,121,30,06,001,435900,48,1614,51,3,1290,265,2257,53530,1555,24,7,69,24,38,18,51,24,5,60,85,196,225,159,225,345,36,32,0,0,0,0,0,0,4,57,0,21,0,1,0,11,24,0,69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001435900,599600,18079,2134,179,58,0,0,8,31,0,0,0,06,001,435900,19,47,0,11,9,9,0,18,0,0,0,0,0,0,0,0,0,0,0,12,10,0,2,0,0,0,0,0,38542
4932,1250,1410,116087,842700,31064,1871,537,3671,678,225,69,06,001,436000,24,1410,167,19,1228,182,2210,43405,1410,46,11,35,19,31,17,11,8,92,25,96,141,199,116,268,295,92,0,0,0,0,7,24,0,61,106,12,19,15,11,24,0,0,25,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001436000,592700,22831,2025,559,128,48,4,0,0,0,35,10,06,001,436000,31,56,0,12,12,18,0,0,0,14,30,0,0,0,0,0,27,0,3,21,0,0,10,0,0,0,0,11,43338
5991,877,1690,119706,832000,51583,1678,639,4138,1001,59,8,06,001,436100,10,1775,481,135,1002,688,1961,43821,1690,20,139,36,27,24,19,26,20,17,102,174,136,156,161,171,462,124,0,29,20,9,9,11,30,16,80,11,0,0,0,22,0,15,32,57,8,8,15,0,8,8,0,10,30,0,0,10,0,10,10,0,0,06001436100,597900,21631,1469,194,187,11,24,63,9,9,10,21,06,001,436100,40,87,10,0,0,0,15,31,0,31,33,0,0,0,12,21,0,0,0,120,14,7,22,17,32,28,0,0,39815
4060,385,1284,78125,737400,123828,2176,145,2869,604,110,28,06,001,436200,73,1319,145,198,241,1043,2207,39746,1284,75,55,5,42,38,17,11,51,6,137,169,188,178,91,129,92,175,22,0,36,45,49,0,0,23,104,45,0,10,25,0,0,17,7,21,21,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,06001436200,452600,89780,1668,108,116,27,32,23,19,3,0,10,06,001,436200,2,46,8,0,3,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36551
2754,1028,945,173882,1084400,88632,2663,902,2178,787,220,53,06,001,436402,67,1005,19,52,858,87,3268,73125,945,8,0,0,10,0,0,8,0,0,43,14,93,97,106,167,399,42,6,0,0,0,0,7,0,29,12,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001436402,762100,69328,3000,916,72,15,16,0,0,0,0,32,06,001,436402,9,25,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70188
5010,639,1697,86952,779200,63957,2267,128,3353,569,360,59,06,001,436500,54,1875,91,23,706,991,2365,41823,1697,57,17,45,11,36,77,46,9,136,191,75,209,203,218,181,186,169,3,0,7,87,19,24,10,19,151,56,0,0,9,0,38,39,9,20,20,0,0,0,0,0,0,0,59,41,7,0,0,0,11,0,0,06001436500,524900,63914,1891,165,195,18,0,48,16,21,26,8,06,001,436500,58,374,102,63,26,40,35,54,7,47,54,0,0,0,16,20,0,18,0,77,77,0,0,0,0,0,0,0,40952
6554,636,1899,80095,759700,68207,2283,288,4654,788,102,31,06,001,436601,0,1997,136,193,790,1109,2342,42500,1899,134,30,0,39,78,131,16,171,28,54,205,196,150,163,248,256,112,0,11,21,9,5,41,0,25,198,7,14,14,7,73,26,0,57,16,0,0,5,0,11,0,0,0,18,0,0,10,0,8,0,0,0,06001436601,516700,73591,1711,132,295,10,18,62,21,45,60,14,06,001,436601,65,165,19,0,10,30,24,39,7,36,12,0,0,12,0,0,0,0,0,61,44,0,10,7,0,0,0,0,32416
5250,328,1685,103178,735900,102078,2159,100,3675,548,137,53,06,001,436602,11,1799,58,15,403,1282,2268,40859,1685,58,28,17,142,17,25,43,28,7,114,147,194,248,254,196,167,116,4,0,15,0,14,13,0,70,47,0,0,7,0,10,0,0,30,0,0,0,0,0,0,0,0,0,59,0,59,0,0,0,0,0,0,06001436602,591900,50068,1553,89,79,19,0,34,7,6,0,6,06,001,436602,7,88,17,7,17,0,0,0,0,47,45,0,0,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,36870
3533,303,1191,123705,642300,93375,2752,164,2311,617,128,94,06,001,436700,16,1280,24,47,680,511,1955,41331,1191,18,99,0,0,137,7,21,23,7,85,63,81,69,190,184,207,218,0,0,0,18,35,50,69,46,70,11,0,0,18,0,17,0,24,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,06001436700,544100,59528,2188,553,195,10,26,0,7,80,7,10,06,001,436700,55,0,0,0,0,0,0,0,0,0,28,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,0,0,36000
4244,444,1324,108867,846800,28804,2538,280,2975,625,147,49,06,001,436800,26,1433,128,35,649,675,2736,37360,1324,73,21,33,40,17,0,19,27,0,30,70,234,199,98,98,365,59,0,0,2,0,16,12,0,29,99,0,0,14,45,7,26,0,7,28,15,0,0,0,0,0,0,13,12,0,0,12,0,0,0,0,0,06001436800,565400,33360,1899,111,152,12,0,4,25,47,28,0,06,001,436800,36,34,0,0,0,19,0,0,7,8,32,10,0,16,0,0,0,0,6,7,0,7,0,0,0,0,0,0,39615
6766,441,1869,107545,811200,36272,2257,79,4301,812,117,51,06,001,436900,25,1916,140,77,882,987,2350,46337,1869,13,7,29,75,39,48,93,50,182,75,70,160,192,230,325,281,136,0,2,38,15,23,24,0,34,178,12,0,39,11,24,0,0,92,11,0,0,0,0,0,0,11,0,7,0,7,0,0,0,0,0,0,06001436900,577600,35018,1680,93,331,3,12,71,45,115,33,44,06,001,436900,8,89,16,0,0,20,4,33,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33163
3617,684,1157,109583,802700,32883,3094,867,2568,601,139,0,06,001,437000,69,1221,32,0,881,276,2418,49742,1157,7,6,18,7,17,58,32,46,21,23,79,192,175,53,252,171,17,11,6,0,0,0,0,0,0,105,30,3,0,0,58,0,2,12,0,0,0,0,0,0,0,0,0,45,38,0,0,0,0,0,0,7,06001437000,533100,41521,2119,320,117,50,24,9,0,7,0,8,06,001,437000,19,40,5,13,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40674
7458,711,2246,162303,1096000,125021,2820,438,5723,1858,766,42,06,001,437101,20,2293,39,51,1862,384,3268,66209,2246,99,0,12,9,6,56,84,38,21,75,17,275,103,148,340,963,256,50,44,0,0,61,0,0,101,120,0,0,0,0,0,0,0,120,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001437101,667800,47189,2103,432,339,39,46,0,38,25,26,25,06,001,437101,140,213,0,11,51,10,0,27,48,66,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39201
4018,339,1449,81914,695500,51390,2155,159,3106,462,192,64,06,001,437102,0,1562,57,100,807,642,2277,37708,1449,118,34,48,16,54,26,0,42,185,59,77,182,159,119,97,233,99,2,20,0,0,17,12,0,48,26,0,1,0,0,12,13,0,0,12,0,0,0,0,0,0,0,12,7,7,0,0,0,0,0,0,0,06001437102,473600,27538,1694,148,99,44,0,0,8,13,0,0,06,001,437102,34,125,30,0,7,39,0,20,0,29,36,11,0,25,0,0,0,0,0,27,16,0,11,0,0,0,0,0,30255
8975,981,2774,105606,825600,112267,2518,271,6768,1934,335,182,06,001,437200,9,2858,63,65,1676,1098,2351,47866,2774,60,118,39,26,170,59,43,0,21,52,209,463,297,142,439,636,273,65,0,41,52,65,0,17,33,354,51,0,0,15,49,89,0,150,20,0,0,0,0,0,20,0,0,47,19,0,0,0,13,15,0,0,06001437200,625000,41719,2134,198,206,31,34,22,40,21,46,0,06,001,437200,12,197,7,34,49,0,30,60,0,17,113,37,0,0,58,18,0,0,0,184,0,0,184,0,0,0,0,0,39224
