STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER,geometry,pop_23,white_23,B19001_001E_x,hinc_23,mhval_23,mhval_23_se,mrent_23,mrent_23_se,total_25_23,total_25_col_bd_23,total_25_col_md_23,total_25_col_pd_23,state_x,county_x,tract_x,total_25_col_phd_23,tot_units_built_23,units_40_49_built_23,units_39_early_built_23,ohu_23,rhu_23,mmhcosts_23,iinc_23,B19001_001E_y,I_10000_23,I_15000_23,I_20000_23,I_25000_23,I_30000_23,I_35000_23,I_40000_23,I_45000_23,I_50000_23,I_60000_23,I_75000_23,I_100000_23,I_125000_23,I_150000_23,I_200000_23,I_201000_23,mov_wc_w_income_23,mov_wc_9000_23,mov_wc_15000_23,mov_wc_25000_23,mov_wc_35000_23,mov_wc_50000_23,mov_wc_65000_23,mov_wc_75000_23,mov_wc_76000_more_23,mov_oc_w_income_23,mov_oc_9000_23,mov_oc_15000_23,mov_oc_25000_23,mov_oc_35000_23,mov_oc_50000_23,mov_oc_65000_23,mov_oc_75000_23,mov_oc_76000_more_23,mov_os_w_income_23,mov_os_9000_23,mov_os_15000_23,mov_os_25000_23,mov_os_35000_23,mov_os_50000_23,mov_os_65000_23,mov_os_75000_23,mov_os_76000_more_23,mov_fa_w_income_23,mov_fa_9000_23,mov_fa_15000_23,mov_fa_25000_23,mov_fa_35000_23,mov_fa_50000_23,mov_fa_65000_23,mov_fa_75000_23,mov_fa_76000_more_23,FIPS,mhval_19,mhval_19_se,mrent_19,mrent_19_se,mov_wc_w_income_19,mov_wc_9000_19,mov_wc_15000_19,mov_wc_25000_19,mov_wc_35000_19,mov_wc_50000_19,mov_wc_65000_19,mov_wc_75000_19,state_y,county_y,tract_y,mov_wc_76000_more_19,mov_oc_w_income_19,mov_oc_9000_19,mov_oc_15000_19,mov_oc_25000_19,mov_oc_35000_19,mov_oc_50000_19,mov_oc_65000_19,mov_oc_75000_19,mov_oc_76000_more_19,mov_os_w_income_19,mov_os_9000_19,mov_os_15000_19,mov_os_25000_19,mov_os_35000_19,mov_os_50000_19,mov_os_65000_19,mov_os_75000_19,mov_os_76000_more_19,mov_fa_w_income_19,mov_fa_9000_19,mov_fa_15000_19,mov_fa_25000_19,mov_fa_35000_19,mov_fa_50000_19,mov_fa_65000_19,mov_fa_75000_19,mov_fa_76000_more_19,iinc_19,pct_renter,pct_nonwhite,pct_college,rent_growth,val_growth,is_low_income,high_renter,low_education,high_market_pressure,at_risk_displacement
06,085,508800,1400000US06085508800,06085508800,5088,Census Tract 5088,CA,Santa Clara County,California,CT,695179,0,"POLYGON ((-122.03073 37.38845, -122.03055 37.38974, -122.02579 37.38816, -122.020276 37.386346, -122.0171 37.38531, -122.01875 37.38042, -122.021098 37.381789, -122.02668 37.38304, -122.03214 37.38419, -122.03073 37.38845))",3590,691,1381,146940.0,1800600.0,408525.0,2899.0,134.0,2640,659,658,31,6,85,508800,217,1423,250,27,452,929,2897.0,61492.0,1381,28,15,28,0,12,11,24,12,0,68,131,83,147,146,214,462,544,9,0,34,11,86,31,32,341,186,12,0,0,9,12,24,44,85,178,9,11,0,35,10,51,0,62,0,0,0,0,0,0,0,0,0,06085508800,1207400.0,134086.0,2607.0,119.0,272,16,12,0,0,12,36,0,6,85,508800,196,210,29,0,0,0,21,26,8,126,176,15,0,18,0,8,77,0,58,66,29,0,0,0,0,0,0,37,62440.0,0.6727009413468501,0.8075208913649026,0.5928030303030303,0.11200613732259301,0.4913036276296174,False,True,False,True,Stable / Higher Income
06,085,507500,1400000US06085507500,06085507500,5075,Census Tract 5075,CA,Santa Clara County,California,CT,3692256,0,"POLYGON ((-122.03248 37.28836, -122.02311 37.284063, -122.02072 37.28296, -122.01444 37.28008, -122.010538 37.278242, -122.0095 37.27759, -122.00822 37.27646, -122.00982 37.27522, -122.01066 37.27426, -122.01444 37.27141, -122.01669 37.26992, -122.01919 37.26833, -122.02316 37.26412, -122.02968 37.25972, -122.032052 37.259268, -122.031987 37.260127, -122.03199 37.26478, -122.03209 37.27166, -122.03231 37.27939, -122.03244 37.28178, -122.03242 37.28342, -122.032413 37.283785, -122.03248 37.28836))",5814,1556,2120,200833.0,2000001.0,,3501.0,,4360,1244,1694,235,6,85,507500,458,2213,68,111,1931,189,4001.0,114310.0,2120,30,18,0,0,0,11,32,15,92,73,58,68,274,117,263,1069,122,40,0,0,0,0,0,0,82,35,0,0,0,0,0,0,0,35,126,0,0,0,0,22,0,0,104,6,0,6,0,0,0,0,0,0,06085507500,2000001.0,,3501.0,,132,0,0,0,0,0,25,0,6,85,507500,107,49,0,0,13,0,0,0,0,36,81,0,0,0,0,22,22,0,37,43,21,0,0,0,0,0,0,22,81672.0,0.08915094339622641,0.7323701410388717,0.8327981651376147,0.0,0.0,False,False,False,False,Stable / Higher Income
06,085,512030,1400000US06085512030,06085512030,5120.30,Census Tract 5120.30,CA,Santa Clara County,California,CT,1191726,0,"POLYGON ((-121.830607 37.236873, -121.825915 37.237457, -121.822102 37.237571, -121.820175 37.237536, -121.816856 37.236976, -121.816886 37.234654, -121.818011 37.232979, -121.818249 37.230198, -121.817005 37.22957, -121.817246 37.228014, -121.817846 37.227654, -121.821268 37.229494, -121.821589 37.228162, -121.826071 37.228672, -121.827938 37.227733, -121.827341 37.225867, -121.82972 37.226234, -121.830482 37.228137, -121.830551 37.233209, -121.830607 37.236873))",2917,1284,878,188571.0,1308900.0,78391.0,3268.0,147.0,1949,551,285,27,6,85,512030,116,944,4,7,778,100,3213.0,55417.0,878,5,8,16,8,5,5,0,22,19,54,40,41,47,115,61,432,55,9,0,0,0,5,3,0,38,14,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06085512030,917900.0,22648.0,3501.0,,297,96,3,38,5,17,5,0,6,85,512030,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55048.0,0.11389521640091116,0.5598217346588961,0.5023088763468445,-0.0665524135961154,0.4259723281403203,False,False,True,True,Stable / Higher Income
06,085,512021,1400000US06085512021,06085512021,5120.21,Census Tract 5120.21,CA,Santa Clara County,California,CT,1597133,12748,"POLYGON ((-121.833522 37.26934, -121.82905 37.272403, -121.822106 37.26743, -121.819009 37.265462, -121.813525 37.262196, -121.810299 37.260202, -121.81211 37.25905, -121.819358 37.258884, -121.823309 37.258857, -121.830906 37.258772, -121.830907 37.259042, -121.830908 37.261688, -121.830951 37.262451, -121.831087 37.26598, -121.831932 37.268, -121.833522 37.26934))",5889,1920,1976,150179.0,1091700.0,68788.0,3352.0,423.0,4287,1361,498,160,6,85,512021,127,2110,0,11,1619,357,3130.0,61431.0,1976,41,0,45,0,21,91,33,29,0,24,40,107,353,203,228,761,149,0,34,0,15,30,0,0,70,29,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,06085512021,764400.0,57203.0,3138.0,165.0,205,6,8,12,8,0,9,10,6,85,512021,152,96,23,0,15,0,0,0,0,58,142,0,0,0,0,54,0,0,88,0,0,0,0,0,0,0,0,0,51546.0,0.18066801619433198,0.67396841569027,0.5005831583858176,0.06819630337794774,0.4281789638932496,False,False,True,True,Stable / Higher Income
06,085,507203,1400000US06085507203,06085507203,5072.03,Census Tract 5072.03,CA,Santa Clara County,California,CT,1808386,0,"POLYGON ((-121.97662 37.24118, -121.97545 37.24342, -121.97451 37.24512, -121.973462 37.246065, -121.97258 37.24683, -121.97154 37.2478, -121.96918 37.25084, -121.96734 37.25322, -121.96419 37.25845, -121.963928 37.258875, -121.96382 37.25906, -121.96196 37.26158, -121.956227 37.260799, -121.954012 37.258383, -121.953844 37.258209, -121.955344 37.256264, -121.95568 37.2558, -121.956899 37.254077, -121.957922 37.252182, -121.959368 37.249518, -121.960614 37.247016, -121.961632 37.245639, -121.966381 37.247182, -121.969105 37.245766, -121.970472 37.244107, -121.969784 37.240134, -121.97131 37.23891, -121.9707 37.24027, -121.97254 37.24178, -121.973344 37.24067, -121.97431 37.23932, -121.97687 37.23966, -121.97662 37.24118))",3239,1680,1172,225691.0,2000001.0,,2996.0,284.0,2184,726,512,91,6,85,507203,131,1268,65,10,607,565,3793.0,110511.0,1172,80,0,0,0,58,8,8,0,0,7,17,57,92,31,193,621,367,86,28,13,0,20,33,0,187,72,10,0,0,0,8,0,0,54,10,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,06085507203,1386500.0,102011.0,2756.0,173.0,177,19,12,5,0,9,0,0,6,85,507203,132,92,15,0,0,5,0,0,0,72,9,9,0,0,0,0,0,0,0,28,0,0,14,0,0,0,0,14,77364.0,0.48208191126279865,0.4813213954924359,0.6684981684981685,0.08708272859216255,0.4424817886765236,False,True,False,True,Stable / Higher Income
06,085,505403,1400000US06085505403,06085505403,5054.03,Census Tract 5054.03,CA,Santa Clara County,California,CT,1394180,0,"POLYGON ((-121.99564 37.34547, -121.993514 37.345088, -121.99338 37.34507, -121.98935 37.34514, -121.98564 37.34541, -121.98494 37.34581, -121.9832 37.34659, -121.98199 37.3466, -121.9777 37.3466, -121.97763 37.34054, -121.97681 37.3384, -121.978777 37.337937, -121.978822 37.337937, -121.978854 37.337937, -121.978915 37.337937, -121.978996 37.337937, -121.98261 37.33792, -121.98744 37.33788, -121.99554 37.33787, -121.99557 37.3396, -121.995608 37.341463, -121.99564 37.34547))",8568,1643,3726,172679.0,1174500.0,136458.0,2998.0,172.0,6172,2050,1841,95,6,85,505403,468,3934,0,22,840,2886,3070.0,103883.0,3726,235,20,71,16,0,77,9,154,6,0,155,240,311,166,639,1627,1183,184,13,129,21,11,0,15,810,264,0,0,7,20,59,14,0,164,245,0,0,19,0,74,27,0,125,129,27,0,18,0,0,0,0,84,06085505403,1081200.0,75091.0,2712.0,155.0,620,72,28,18,61,56,87,66,6,85,505403,232,165,20,18,44,0,0,20,0,63,345,0,0,48,43,56,40,19,139,27,0,0,0,0,0,27,0,0,60424.0,0.7745571658615137,0.8082399626517274,0.721646143875567,0.10545722713864307,0.08629300776914539,False,True,False,False,Stable / Higher Income
06,085,503709,1400000US06085503709,06085503709,5037.09,Census Tract 5037.09,CA,Santa Clara County,California,CT,884967,0,"POLYGON ((-121.869365 37.366808, -121.865196 37.369633, -121.863251 37.37094, -121.858789 37.366822, -121.857626 37.364946, -121.854807 37.36209, -121.855429 37.361666, -121.857702 37.360126, -121.860698 37.357988, -121.861658 37.358975, -121.863342 37.36067, -121.867982 37.36542, -121.868827 37.366162, -121.869365 37.366808))",5849,323,2167,66420.0,1041700.0,74253.0,1383.0,792.0,4391,772,470,20,6,85,503709,218,2339,0,14,673,1494,2043.0,33604.0,2167,198,176,74,189,71,89,86,114,16,29,122,232,36,58,151,526,262,15,45,0,23,39,14,0,126,104,4,0,40,0,0,12,0,48,74,0,13,0,0,18,43,0,0,1,0,0,1,0,0,0,0,0,06085503709,744600.0,120157.0,810.0,294.0,421,61,44,35,77,65,8,28,6,85,503709,103,133,46,44,1,0,6,0,0,36,10,0,10,0,0,0,0,0,0,47,29,0,0,0,18,0,0,0,16097.0,0.6894323950161514,0.9447768849375962,0.3370530630835801,0.7074074074074074,0.3990061778135912,True,True,True,True,At Risk
06,085,503504,1400000US06085503504,06085503504,5035.04,Census Tract 5035.04,CA,Santa Clara County,California,CT,1121554,0,"POLYGON ((-121.840337 37.341766, -121.837564 37.343655, -121.832974 37.338933, -121.829038 37.334878, -121.828103 37.335508, -121.826515 37.334019, -121.825302 37.334683, -121.824833 37.332979, -121.829677 37.329697, -121.831756 37.328287, -121.834479 37.331039, -121.836973 37.333597, -121.837411 37.334046, -121.839609 37.336302, -121.843109 37.339904, -121.840337 37.341766))",5550,19,1113,143674.0,788600.0,54043.0,3501.0,,3676,639,59,4,6,85,503504,5,1229,63,0,750,363,2249.0,38000.0,1113,0,0,31,0,21,0,44,13,10,50,29,154,119,118,241,283,155,17,0,0,35,0,8,24,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,06085503504,609300.0,18156.0,2120.0,673.0,225,57,72,39,0,0,49,0,6,85,503504,8,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,30777.0,0.3261455525606469,0.9965765765765766,0.19232861806311208,0.6514150943396226,0.2942721155424257,False,False,True,True,Stable / Higher Income
06,085,503208,1400000US06085503208,06085503208,5032.08,Census Tract 5032.08,CA,Santa Clara County,California,CT,1106314,18008,"POLYGON ((-121.824947 37.284447, -121.813626 37.284112, -121.810162 37.284801, -121.809545 37.285676, -121.809529 37.285244, -121.809358 37.283694, -121.808582 37.281774, -121.805915 37.277584, -121.805581 37.277079, -121.80599 37.277214, -121.807579 37.277673, -121.810764 37.277082, -121.811788 37.277793, -121.813966 37.276869, -121.817527 37.276364, -121.821269 37.276932, -121.823353 37.278884, -121.82339 37.279592, -121.823476 37.282388, -121.82368 37.282983, -121.824947 37.284447))",2981,138,718,147750.0,921900.0,42970.0,3501.0,,1962,305,114,2,6,85,503208,5,734,5,4,569,149,2886.0,41545.0,718,5,19,0,20,40,0,10,38,17,0,56,77,31,55,108,242,40,7,12,0,0,7,0,0,14,52,0,7,2,11,5,0,0,27,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06085503208,647300.0,24827.0,2167.0,759.0,124,7,0,20,54,13,21,0,6,85,503208,9,11,5,0,0,6,0,0,0,0,15,6,0,0,4,5,0,0,0,21,21,0,0,0,0,0,0,0,32601.0,0.2075208913649025,0.9537068097953707,0.21712538226299694,0.615597600369174,0.4242236984396725,False,False,True,True,Stable / Higher Income
06,085,502906,1400000US06085502906,06085502906,5029.06,Census Tract 5029.06,CA,Santa Clara County,California,CT,1544298,0,"POLYGON ((-121.910744 37.251053, -121.908454 37.25167, -121.90268 37.253193, -121.898344 37.255414, -121.896314 37.252685, -121.895497 37.250793, -121.894937 37.249535, -121.891973 37.245519, -121.901641 37.241115, -121.903796 37.240136, -121.906576 37.244, -121.906761 37.244261, -121.907788 37.245708, -121.909551 37.248201, -121.910337 37.250444, -121.910543 37.25073, -121.910744 37.251053))",4698,2404,1639,123576.0,1316700.0,86087.0,3174.0,222.0,3283,923,609,68,6,85,502906,83,1686,30,19,924,715,3097.0,62372.0,1639,72,17,18,28,0,61,0,36,50,62,95,164,241,52,198,545,206,39,9,0,16,24,29,8,81,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,39,29,0,0,0,10,0,0,0,06085502906,963400.0,70044.0,2289.0,203.0,256,48,66,0,41,0,15,7,6,85,502906,79,47,0,0,13,12,0,0,0,22,110,25,0,39,0,35,0,0,11,11,0,0,0,0,11,0,0,0,52008.0,0.436241610738255,0.4882928905917412,0.5126408772464209,0.38663171690694625,0.3667220261573593,False,True,True,True,Stable / Higher Income
06,085,502400,1400000US06085502400,06085502400,5024,Census Tract 5024,CA,Santa Clara County,California,CT,2679680,0,"POLYGON ((-121.905675 37.301033, -121.902192 37.301343, -121.897312 37.303616, -121.901078 37.308468, -121.896243 37.310714, -121.895796 37.311048, -121.894795 37.311736, -121.893838 37.312173, -121.893278 37.312504, -121.889437 37.314749, -121.888203 37.315243, -121.888061 37.315323, -121.887901 37.315414, -121.883232 37.310156, -121.878612 37.304342, -121.881649 37.303998, -121.881748 37.301725, -121.885671 37.301719, -121.888277 37.300673, -121.893307 37.298483, -121.897347 37.296742, -121.899032 37.296014, -121.904945 37.293416, -121.905087 37.294479, -121.905675 37.301033))",7189,4623,2756,222988.0,1960800.0,162486.0,2694.0,588.0,5403,2111,1019,313,6,85,502400,152,2866,428,777,1991,765,4001.0,85106.0,2756,185,62,25,0,13,84,27,46,16,76,79,185,233,37,172,1516,383,36,3,6,0,40,26,0,272,11,0,11,0,0,0,0,0,0,72,0,35,0,0,26,0,0,11,64,53,0,11,0,0,0,0,0,06085502400,1129700.0,61511.0,2023.0,344.0,349,51,0,17,34,10,46,68,6,85,502400,123,80,0,0,22,0,0,0,0,58,71,35,0,0,16,20,0,0,0,59,59,0,0,0,0,0,0,0,68485.0,0.27757619738751815,0.3569342050354709,0.6653710901351101,0.33168561542263963,0.7356820394795078,False,False,False,True,Stable / Higher Income
06,085,504411,1400000US06085504411,06085504411,5044.11,Census Tract 5044.11,CA,Santa Clara County,California,CT,1364912,0,"POLYGON ((-121.875045 37.416007, -121.874037 37.416366, -121.867656 37.419126, -121.861088 37.42202, -121.860033 37.422487, -121.858183 37.421482, -121.857011 37.420884, -121.855522 37.418885, -121.855134 37.418345, -121.854145 37.417013, -121.85638 37.415922, -121.858822 37.414726, -121.862508 37.412922, -121.870267 37.409124, -121.874433 37.41437, -121.875045 37.416007))",5446,767,1583,161106.0,1134100.0,93288.0,3501.0,,3833,1038,502,149,6,85,504411,63,1641,20,14,1185,398,3378.0,41804.0,1583,70,51,32,0,25,37,18,12,8,71,64,124,108,152,244,567,126,11,4,0,10,0,11,11,79,24,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,0,0,0,0,06085504411,853500.0,65897.0,3303.0,351.0,465,120,23,88,25,88,78,31,6,85,504411,12,56,0,0,0,33,10,13,0,0,0,0,0,0,0,0,0,0,0,63,0,0,39,0,0,0,15,9,32248.0,0.25142135186355025,0.8591626882115314,0.45708322462822853,0.05994550408719346,0.32876391329818394,False,False,True,True,Stable / Higher Income
06,085,504412,1400000US06085504412,06085504412,5044.12,Census Tract 5044.12,CA,Santa Clara County,California,CT,970313,0,"POLYGON ((-121.889843 37.441183, -121.886322 37.441894, -121.879618 37.443341, -121.878453 37.443594, -121.876137 37.444095, -121.875361 37.44274, -121.872736 37.438216, -121.876001 37.43742, -121.879503 37.436643, -121.881666 37.436169, -121.88429 37.43561, -121.888412 37.434834, -121.888803 37.435878, -121.889843 37.441183))",5052,263,1417,154671.0,1029800.0,142339.0,2535.0,288.0,3628,941,418,22,6,85,504412,55,1417,36,28,813,604,2517.0,47420.0,1417,25,10,0,0,30,0,37,22,10,44,141,80,81,212,265,460,437,0,12,27,33,91,47,63,164,81,11,0,0,0,0,0,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06085504412,689400.0,57071.0,2139.0,200.0,265,0,26,0,34,79,46,18,6,85,504412,62,240,1,17,104,0,0,24,40,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32474.0,0.4262526464361327,0.9479414093428346,0.3958103638368247,0.18513323983169705,0.4937626921961126,False,True,True,True,Stable / Higher Income
06,085,510803,1400000US06085510803,06085510803,5108.03,Census Tract 5108.03,CA,Santa Clara County,California,CT,1011446,0,"POLYGON ((-122.124534 37.42197, -122.122559 37.423668, -122.118216 37.426417, -122.11472 37.42419, -122.11421 37.42385, -122.11292 37.42308, -122.11253 37.42281, -122.11211 37.42238, -122.111605 37.421791, -122.11005 37.41993, -122.111104 37.419381, -122.1115 37.41918, -122.11493 37.41737, -122.11637 37.41658, -122.11861 37.41459, -122.12329 37.41756, -122.126791 37.419762, -122.124534 37.42197))",3352,1489,1193,250001.0,2000001.0,,2667.0,1101.0,2135,603,631,154,6,85,510803,260,1218,51,0,512,681,2888.0,122910.0,1193,111,34,26,20,29,15,0,43,20,0,43,24,23,43,56,706,31,0,0,0,0,9,2,0,20,55,11,18,0,0,0,0,8,18,21,0,0,0,9,0,2,0,10,66,24,0,8,0,0,0,0,34,06085510803,2000001.0,,2838.0,238.0,85,0,20,0,19,17,0,14,6,85,510803,15,75,15,0,0,0,7,0,13,40,20,0,0,0,0,6,0,14,0,33,0,0,0,10,12,0,0,11,71887.0,0.5708298407376362,0.5557875894988067,0.7718969555035129,-0.06025369978858351,0.0,False,True,False,False,Stable / Higher Income
06,085,502002,1400000US06085502002,06085502002,5020.02,Census Tract 5020.02,CA,Santa Clara County,California,CT,900022,0,"POLYGON ((-121.931868 37.319857, -121.925982 37.319864, -121.925425 37.319646, -121.922727 37.319661, -121.922757 37.322917, -121.922757 37.323032, -121.922762 37.323435, -121.922226 37.323438, -121.92108 37.323442, -121.919977 37.323449, -121.919933 37.323449, -121.918976 37.323453, -121.917185 37.323459, -121.913747 37.323489, -121.913738 37.321599, -121.913733 37.320753, -121.913768 37.317896, -121.914425 37.316492, -121.915001 37.315221, -121.91845 37.316501, -121.919142 37.316624, -121.920013 37.316716, -121.921648 37.316771, -121.925425 37.316718, -121.928865 37.316687, -121.931841 37.316949, -121.931853 37.317829, -121.931868 37.319857))",5430,1236,1863,115391.0,1084400.0,52074.0,2414.0,169.0,3373,808,403,42,6,85,502002,83,1950,337,282,529,1334,2546.0,45777.0,1863,10,29,47,22,49,20,38,103,14,96,146,255,281,107,187,459,385,27,29,11,10,117,15,20,156,198,3,0,39,9,0,71,12,64,140,0,0,0,0,0,2,40,98,178,0,0,43,0,135,0,0,0,06085502002,829900.0,70996.0,1965.0,130.0,432,117,26,40,23,56,53,0,6,85,502002,117,136,10,9,70,0,9,0,0,38,13,0,0,0,0,0,13,0,0,75,0,0,13,0,0,42,20,0,26922.0,0.7160493827160493,0.7723756906077348,0.3960865698191521,0.22849872773536894,0.30666345342812384,True,True,True,True,At Risk
06,085,503110,1400000US06085503110,06085503110,5031.10,Census Tract 5031.10,CA,Santa Clara County,California,CT,765474,0,"POLYGON ((-121.857157 37.336268, -121.851958 37.339492, -121.851632 37.33904, -121.848591 37.335812, -121.846667 37.333875, -121.842783 37.330006, -121.841773 37.328955, -121.842028 37.328796, -121.843269 37.327971, -121.843492 37.329578, -121.845851 37.328534, -121.848116 37.327047, -121.853638 37.332736, -121.857157 37.336268))",3915,66,967,79196.0,638400.0,110699.0,1911.0,137.0,2259,236,66,35,6,85,503110,0,967,0,18,249,718,1748.0,32867.0,967,56,32,9,9,18,0,28,55,37,126,85,198,55,133,86,40,87,0,9,0,21,14,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,34,0,0,0,0,0,4,06085503110,,,1611.0,111.0,169,49,9,36,45,10,10,0,6,85,503110,10,34,23,0,0,0,0,0,0,11,36,0,0,0,0,0,0,0,36,20,0,7,0,0,0,0,13,0,22625.0,0.7425025853154085,0.9831417624521073,0.14918105356352368,0.186219739292365,,True,True,True,False,Stable / Higher Income
06,085,504415,1400000US06085504415,06085504415,5044.15,Census Tract 5044.15,CA,Santa Clara County,California,CT,1206869,0,"POLYGON ((-121.8788 37.428197, -121.873272 37.429501, -121.872382 37.429698, -121.871484 37.429987, -121.864038 37.431655, -121.862903 37.427705, -121.862143 37.423806, -121.862136 37.423755, -121.861088 37.42202, -121.867656 37.419126, -121.867989 37.419645, -121.869467 37.423812, -121.870079 37.424809, -121.870893 37.425104, -121.875729 37.424068, -121.877446 37.423155, -121.880934 37.426949, -121.8788 37.428197))",4690,523,1476,181429.0,1269900.0,109946.0,3501.0,,3463,1205,729,20,6,85,504415,71,1512,0,13,1243,233,3054.0,70350.0,1476,24,65,59,0,9,9,7,12,15,40,56,92,112,145,150,681,118,10,25,10,18,0,0,0,55,89,0,0,35,0,0,0,0,54,67,0,0,0,0,6,0,0,61,54,22,0,10,0,0,0,0,22,06085504415,956500.0,35571.0,3270.0,158.0,200,29,19,87,0,13,0,0,6,85,504415,52,156,0,0,27,21,20,45,0,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50754.0,0.1578590785907859,0.8884861407249467,0.5847531042448744,0.07064220183486239,0.32765290120230006,False,False,False,True,Stable / Higher Income
06,081,602700,1400000US06081602700,06081602700,6027,Census Tract 6027,CA,San Mateo County,California,CT,1804160,0,"POLYGON ((-122.484599 37.648189, -122.480045 37.648242, -122.481457 37.650868, -122.481185 37.650836, -122.481347 37.651671, -122.481969 37.652691, -122.4801 37.654335, -122.479562 37.65464, -122.478897 37.655562, -122.479018 37.65762, -122.478915 37.658224, -122.478799 37.658543, -122.478564 37.658985, -122.478314 37.659344, -122.477978 37.6597, -122.476945 37.660413, -122.475791 37.660514, -122.473947 37.65757, -122.473874 37.657449, -122.471338 37.653036, -122.471864 37.64914, -122.468508 37.643657, -122.464132 37.638791, -122.468078 37.637605, -122.468567 37.638242, -122.469596 37.637867, -122.470596 37.64031, -122.472635 37.641672, -122.480072 37.644857, -122.484169 37.645234, -122.484599 37.648189))",5866,1373,1982,165232.0,1268000.0,61463.0,3103.0,397.0,4386,1644,339,103,6,81,602700,109,2027,46,0,1266,716,3143.0,60741.0,1982,40,65,54,6,31,18,15,67,37,90,160,109,124,114,449,603,141,14,0,12,23,14,12,0,66,198,0,10,0,86,18,13,0,71,48,0,14,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,06081602700,808100.0,54206.0,2696.0,403.0,170,9,9,0,20,9,21,0,6,81,602700,102,225,16,0,12,115,21,11,0,50,70,0,15,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,48991.0,0.3612512613521695,0.7659393112853734,0.5004559963520292,0.15096439169139467,0.5691127335725776,False,False,True,True,Stable / Higher Income
06,081,612800,1400000US06081612800,06081612800,6128,Census Tract 6128,CA,San Mateo County,California,CT,1651059,0,"POLYGON ((-122.203131 37.437324, -122.20227 37.438312, -122.201773 37.438902, -122.200071 37.440922, -122.195462 37.438479, -122.191679 37.443018, -122.185927 37.439972, -122.184295 37.441931, -122.17986 37.439461, -122.182175 37.439478, -122.184559 37.434093, -122.187653 37.433313, -122.190506 37.430956, -122.189879 37.42883, -122.190139 37.428456, -122.19484 37.430895, -122.195966 37.431788, -122.196057 37.432469, -122.197097 37.432298, -122.197188 37.432608, -122.19752 37.432212, -122.199761 37.433388, -122.199876 37.433471, -122.204352 37.435868, -122.203131 37.437324))",3104,2356,973,250001.0,2000001.0,,3501.0,,1779,484,693,222,6,81,612800,218,1067,320,14,806,167,4001.0,167813.0,973,26,28,0,11,9,7,27,6,0,28,20,21,24,6,76,684,108,0,12,0,0,0,12,0,84,103,26,0,9,0,0,9,7,52,28,12,0,0,0,0,3,0,13,3,0,0,0,0,3,0,0,0,06081612800,2000001.0,,2104.0,655.0,132,23,0,0,4,24,7,0,6,81,612800,74,110,12,4,0,13,12,0,0,69,12,0,0,0,0,0,0,12,0,55,23,10,0,0,0,12,0,10,99375.0,0.17163412127440905,0.240979381443299,0.9089376053962901,0.6639733840304183,0.0,False,False,False,True,Stable / Higher Income
