STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER,geometry,pop_23,white_23,B19001_001E_x,hinc_23,mhval_23,mhval_23_se,mrent_23,mrent_23_se,total_25_23,total_25_col_bd_23,total_25_col_md_23,total_25_col_pd_23,state_x,county_x,tract_x,total_25_col_phd_23,tot_units_built_23,units_40_49_built_23,units_39_early_built_23,ohu_23,rhu_23,mmhcosts_23,iinc_23,B19001_001E_y,I_10000_23,I_15000_23,I_20000_23,I_25000_23,I_30000_23,I_35000_23,I_40000_23,I_45000_23,I_50000_23,I_60000_23,I_75000_23,I_100000_23,I_125000_23,I_150000_23,I_200000_23,I_201000_23,mov_wc_w_income_23,mov_wc_9000_23,mov_wc_15000_23,mov_wc_25000_23,mov_wc_35000_23,mov_wc_50000_23,mov_wc_65000_23,mov_wc_75000_23,mov_wc_76000_more_23,mov_oc_w_income_23,mov_oc_9000_23,mov_oc_15000_23,mov_oc_25000_23,mov_oc_35000_23,mov_oc_50000_23,mov_oc_65000_23,mov_oc_75000_23,mov_oc_76000_more_23,mov_os_w_income_23,mov_os_9000_23,mov_os_15000_23,mov_os_25000_23,mov_os_35000_23,mov_os_50000_23,mov_os_65000_23,mov_os_75000_23,mov_os_76000_more_23,mov_fa_w_income_23,mov_fa_9000_23,mov_fa_15000_23,mov_fa_25000_23,mov_fa_35000_23,mov_fa_50000_23,mov_fa_65000_23,mov_fa_75000_23,mov_fa_76000_more_23,FIPS,mhval_19,mhval_19_se,mrent_19,mrent_19_se,mov_wc_w_income_19,mov_wc_9000_19,mov_wc_15000_19,mov_wc_25000_19,mov_wc_35000_19,mov_wc_50000_19,mov_wc_65000_19,mov_wc_75000_19,state_y,county_y,tract_y,mov_wc_76000_more_19,mov_oc_w_income_19,mov_oc_9000_19,mov_oc_15000_19,mov_oc_25000_19,mov_oc_35000_19,mov_oc_50000_19,mov_oc_65000_19,mov_oc_75000_19,mov_oc_76000_more_19,mov_os_w_income_19,mov_os_9000_19,mov_os_15000_19,mov_os_25000_19,mov_os_35000_19,mov_os_50000_19,mov_os_65000_19,mov_os_75000_19,mov_os_76000_more_19,mov_fa_w_income_19,mov_fa_9000_19,mov_fa_15000_19,mov_fa_25000_19,mov_fa_35000_19,mov_fa_50000_19,mov_fa_65000_19,mov_fa_75000_19,mov_fa_76000_more_19,iinc_19,pct_renter,pct_nonwhite,pct_college,rent_growth,val_growth,is_low_income,high_renter,low_education,high_market_pressure,at_risk_displacement
06,081,608900,1400000US06081608900,06081608900,6089,Census Tract 6089,CA,San Mateo County,California,CT,6109858,11005,"POLYGON ((-122.339108 37.507082, -122.338565 37.507142, -122.335882 37.508051, -122.330197 37.512587, -122.329986 37.512507, -122.329429 37.512299, -122.326579 37.511739, -122.326244 37.51166, -122.32176 37.511105, -122.319085 37.511427, -122.311085 37.512659, -122.304086 37.512338, -122.301096 37.511191, -122.295964 37.511591, -122.294295 37.512112, -122.292459 37.508878, -122.288585 37.507417, -122.286527 37.506614, -122.287637 37.504877, -122.289557 37.50201, -122.28749 37.499491, -122.288603 37.49978, -122.291677 37.498873, -122.291471 37.498479, -122.293844 37.497643, -122.296087 37.497053, -122.29722 37.495927, -122.298825 37.495726, -122.298581 37.495506, -122.300492 37.495182, -122.303036 37.494008, -122.303554 37.493717, -122.311168 37.495871, -122.31616 37.498346, -122.320418 37.500016, -122.326372 37.500342, -122.328914 37.500849, -122.331149 37.501891, -122.338787 37.506908, -122.339108 37.507082))",7181,3144,2950,189211.0,2000001.0,,3001.0,218.0,5323,1839,1330,162,6,81,608900,470,3165,53,19,1046,1904,3125.0,100708.0,2950,123,126,107,58,26,47,74,0,0,14,138,196,242,112,309,1378,512,50,0,70,26,16,0,27,323,344,22,0,101,14,0,0,17,190,99,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,06081608900,1670900.0,132041.0,2382.0,121.0,617,132,0,128,62,17,30,0,6,81,608900,248,109,0,39,2,0,0,0,0,68,92,21,0,0,0,0,19,0,52,61,0,22,0,21,18,0,0,0,77714.0,0.6454237288135594,0.5621779696421112,0.7140710125868871,0.2598656591099916,0.1969603207852056,False,True,False,True,Stable / Higher Income
06,081,609601,1400000US06081609601,06081609601,6096.01,Census Tract 6096.01,CA,San Mateo County,California,CT,2410138,0,"POLYGON ((-122.29722 37.495927, -122.296087 37.497053, -122.293844 37.497643, -122.291471 37.498479, -122.291677 37.498873, -122.288603 37.49978, -122.28749 37.499491, -122.289557 37.50201, -122.287637 37.504877, -122.286527 37.506614, -122.285407 37.506919, -122.285616 37.504621, -122.284049 37.50225, -122.283853 37.501428, -122.282444 37.500007, -122.281172 37.498986, -122.280823 37.499297, -122.27965 37.498959, -122.279437 37.498943, -122.279341 37.498386, -122.279721 37.497954, -122.279937 37.497488, -122.277477 37.49538, -122.277552 37.495728, -122.277496 37.495886, -122.277948 37.497996, -122.274751 37.49889, -122.271882 37.498657, -122.272499 37.499885, -122.268735 37.498566, -122.268478 37.496568, -122.266668 37.493728, -122.269499 37.493049, -122.2745 37.493579, -122.278415 37.49113, -122.278421 37.489698, -122.282585 37.488103, -122.285408 37.488337, -122.287855 37.486636, -122.288219 37.488761, -122.290445 37.490145, -122.290671 37.490305, -122.292235 37.492013, -122.296751 37.494566, -122.29722 37.495927))",3609,2189,1235,250001.0,2000001.0,,2888.0,603.0,2389,595,558,301,6,81,609601,237,1281,19,22,940,295,4001.0,108256.0,1235,67,15,0,0,6,12,0,17,12,43,0,59,68,146,95,695,233,0,0,12,21,48,56,25,71,76,29,20,0,3,0,0,0,24,38,1,0,0,0,6,2,0,29,0,0,0,0,0,0,0,0,0,06081609601,1901500.0,131812.0,2689.0,228.0,171,0,0,9,11,23,0,13,6,81,609601,115,140,8,17,0,0,0,0,0,115,24,0,0,0,11,0,0,13,0,15,15,0,0,0,0,0,0,0,108202.0,0.2388663967611336,0.39346079246328625,0.7078275429049812,0.07400520639642989,0.05180173547199579,False,False,False,False,Stable / Higher Income
06,081,611300,1400000US06081611300,06081611300,6113,Census Tract 6113,CA,San Mateo County,California,CT,1761359,4125,"POLYGON ((-122.231608 37.448758, -122.227889 37.456716, -122.227609 37.457207, -122.226289 37.459634, -122.226243 37.459729, -122.22557 37.461014, -122.224778 37.464346, -122.221019 37.462793, -122.218966 37.462607, -122.21832 37.463112, -122.219109 37.460814, -122.220904 37.458609, -122.22198 37.457273, -122.22143 37.456875, -122.220518 37.456187, -122.21722 37.45375, -122.217502 37.453367, -122.21971 37.450587, -122.221754 37.448011, -122.224967 37.443965, -122.225784 37.444538, -122.226492 37.445046, -122.228486 37.44205, -122.230274 37.442514, -122.231219 37.442912, -122.234506 37.444516, -122.231608 37.448758))",4849,2579,1748,222875.0,2000001.0,,3147.0,239.0,3658,1392,496,206,6,81,611300,256,1900,358,83,1229,519,3694.0,83205.0,1748,10,10,14,9,30,19,9,55,13,34,59,130,130,123,110,993,172,10,0,0,0,12,6,10,134,224,0,33,0,0,2,0,8,181,9,0,0,0,0,0,0,0,9,17,0,0,0,8,0,0,0,9,06081611300,1565400.0,86315.0,2400.0,340.0,133,2,16,10,19,13,0,0,6,81,611300,73,110,28,8,31,0,0,0,1,42,19,0,8,0,0,0,11,0,0,20,10,0,0,0,10,0,0,0,56813.0,0.29691075514874143,0.4681377603629614,0.6424275560415528,0.31125,0.27762935990801074,False,False,False,True,Stable / Higher Income
06,081,612900,1400000US06081612900,06081612900,6129,Census Tract 6129,CA,San Mateo County,California,CT,1591316,0,"POLYGON ((-122.217549 37.427958, -122.213643 37.432717, -122.213376 37.432742, -122.213989 37.433158, -122.212443 37.435013, -122.212897 37.435251, -122.213323 37.435476, -122.212402 37.436569, -122.212115 37.436912, -122.210916 37.438338, -122.21012 37.437928, -122.207605 37.440125, -122.206968 37.43984, -122.206559 37.440381, -122.201773 37.438902, -122.20227 37.438312, -122.203131 37.437324, -122.204352 37.435868, -122.199876 37.433471, -122.199761 37.433388, -122.19752 37.432212, -122.197188 37.432608, -122.197097 37.432298, -122.196057 37.432469, -122.195966 37.431788, -122.19484 37.430895, -122.190139 37.428456, -122.191536 37.426378, -122.192374 37.425835, -122.193119 37.425318, -122.195375 37.423754, -122.196925 37.424496, -122.197731 37.426092, -122.200592 37.427546, -122.200607 37.428508, -122.203007 37.42998, -122.203459 37.430225, -122.204874 37.429997, -122.204909 37.430046, -122.205045 37.430175, -122.205157 37.430243, -122.205441 37.430393, -122.205668 37.430144, -122.205713 37.430134, -122.209028 37.430597, -122.212185 37.429938, -122.213841 37.431491, -122.213629 37.430779, -122.21734 37.427426, -122.217513 37.427859, -122.217549 37.427958))",4407,2940,1594,250001.0,2000001.0,,3313.0,204.0,2963,919,990,221,6,81,612900,408,1931,104,122,1254,340,4001.0,136875.0,1594,0,13,0,34,0,7,53,24,8,8,67,71,84,58,117,1050,95,0,0,0,18,0,0,9,68,178,11,0,3,0,21,0,0,143,81,0,14,0,0,0,8,6,53,70,23,0,0,0,8,10,0,29,06081612900,2000001.0,,3107.0,355.0,122,25,10,0,10,0,9,21,6,81,612900,47,123,11,7,11,0,10,0,0,84,121,23,31,15,17,0,9,17,9,34,22,0,0,0,12,0,0,0,87059.0,0.21329987452948557,0.3328795098706603,0.8565642929463382,0.0663018989378822,0.0,False,False,False,False,Stable / Higher Income
06,081,613200,1400000US06081613200,06081613200,6132,Census Tract 6132,CA,San Mateo County,California,CT,40192072,143548,"POLYGON ((-122.253864 37.374369, -122.249887 37.377288, -122.248494 37.379709, -122.247616 37.379576, -122.246403 37.38257, -122.245488 37.383388, -122.24511 37.38539, -122.244073 37.385709, -122.239466 37.389908, -122.234684 37.384299, -122.234007 37.387083, -122.232008 37.384623, -122.225574 37.380203, -122.224132 37.380625, -122.223272 37.381972, -122.225585 37.382472, -122.22673 37.383595, -122.225741 37.384504, -122.227156 37.385235, -122.2275 37.387386, -122.229497 37.388356, -122.229027 37.388915, -122.230782 37.391072, -122.232001 37.391069, -122.233752 37.393393, -122.234404 37.396453, -122.233171 37.397256, -122.235146 37.397319, -122.236301 37.399452, -122.237839 37.399733, -122.238676 37.400455, -122.245066 37.402429, -122.244512 37.404351, -122.24508 37.408337, -122.241276 37.411153, -122.240461 37.411877, -122.242234 37.416111, -122.243803 37.420101, -122.241119 37.42193, -122.239209 37.421816, -122.23592 37.425351, -122.232895 37.42467, -122.229442 37.424802, -122.229247 37.424671, -122.226582 37.422522, -122.223534 37.420395, -122.222748 37.419925, -122.222136 37.419638, -122.221004 37.419197, -122.219465 37.41886, -122.216049 37.418369, -122.214553 37.418018, -122.214828 37.418266, -122.214286 37.417925, -122.212182 37.416885, -122.20927 37.414255, -122.207902 37.413365, -122.206887 37.412899, -122.201113 37.411072, -122.199466 37.411608, -122.199439 37.41078, -122.19346 37.412961, -122.192365 37.413868, -122.192108 37.413099, -122.193608 37.41167, -122.194195 37.409088, -122.194331 37.408867, -122.194445 37.40761, -122.19363 37.40593, -122.193466 37.405652, -122.192606 37.404187, -122.19149 37.398758, -122.191862 37.397643, -122.190016 37.394857, -122.190064 37.391148, -122.190622 37.390374, -122.191008 37.384401, -122.193099 37.382737, -122.196676 37.377535, -122.199329 37.37442, -122.199328 37.372671, -122.200706 37.371964, -122.201007 37.371215, -122.201318 37.367013, -122.202591 37.36272, -122.202467 37.360272, -122.201489 37.358046, -122.198205 37.354272, -122.196696 37.35188, -122.195803 37.35058, -122.195899 37.348299, -122.193504 37.344997, -122.191404 37.343475, -122.19029 37.34197, -122.185954 37.338701, -122.185232 37.336459, -122.182723 37.332857, -122.175075 37.325741, -122.178546 37.325158, -122.17928 37.326195, -122.183235 37.326235, -122.185458 37.323737, -122.186516 37.322031, -122.18876 37.320916, -122.192513 37.318795, -122.197329 37.32039, -122.200807 37.322949, -122.204895 37.324746, -122.209748 37.32885, -122.210771 37.330441, -122.210896 37.330591, -122.215237 37.333317, -122.217221 37.335858, -122.216998 37.338295, -122.217363 37.339805, -122.22015 37.341167, -122.223594 37.342452, -122.228711 37.345206, -122.230398 37.347656, -122.232723 37.348953, -122.236728 37.349794, -122.239629 37.351465, -122.244008 37.355952, -122.246842 37.357905, -122.247721 37.359927, -122.24692 37.36283, -122.247886 37.365027, -122.247646 37.367295, -122.252442 37.371862, -122.252733 37.371934, -122.253876 37.373498, -122.253864 37.374369))",6629,5036,2592,250001.0,2000001.0,,3501.0,,5199,1537,1441,631,6,81,613200,412,2750,15,217,2211,381,4001.0,100913.0,2592,19,17,45,17,15,16,30,33,13,15,18,179,97,293,159,1626,95,0,0,27,0,0,0,0,68,0,0,0,0,0,0,0,0,0,115,0,0,0,0,26,0,0,89,0,0,0,0,0,0,0,0,0,06081613200,2000001.0,,2914.0,587.0,164,49,18,0,3,0,0,0,6,81,613200,94,150,73,2,16,0,0,0,0,59,99,0,0,0,0,38,21,19,21,29,29,0,0,0,0,0,0,0,80625.0,0.14699074074074073,0.2403077387237894,0.773417964993268,0.20144131777625257,0.0,False,False,False,False,Stable / Higher Income
06,081,612500,1400000US06081612500,06081612500,6125,Census Tract 6125,CA,San Mateo County,California,CT,2001375,0,"POLYGON ((-122.194872 37.460058, -122.19342 37.461786, -122.192005 37.460967, -122.189241 37.464557, -122.186344 37.463118, -122.188511 37.460306, -122.185261 37.458698, -122.183749 37.45795, -122.180861 37.461594, -122.179781 37.460203, -122.176698 37.458662, -122.175445 37.460276, -122.173947 37.459524, -122.164093 37.454568, -122.162695 37.453844, -122.165302 37.452843, -122.16582 37.450926, -122.168747 37.447435, -122.170303 37.447185, -122.180638 37.453699, -122.181019 37.453486, -122.181765 37.452913, -122.187594 37.455822, -122.195615 37.459851, -122.194872 37.460058))",4397,2263,1836,168235.0,2000001.0,,3324.0,252.0,2848,772,901,220,6,81,612500,474,2072,201,65,553,1283,3406.0,91297.0,1836,35,0,73,0,0,63,10,11,86,54,41,106,158,216,250,733,87,0,52,0,0,0,0,0,35,839,0,0,0,0,390,150,18,281,222,51,0,3,63,17,16,0,72,51,4,14,18,0,0,0,0,15,06081612500,2000001.0,,2430.0,308.0,210,0,43,17,1,16,0,0,6,81,612500,133,145,11,0,0,12,0,39,0,83,86,25,0,4,38,0,19,0,0,101,15,16,0,0,16,0,0,54,85750.0,0.69880174291939,0.4853309074368888,0.8311095505617978,0.36790123456790125,0.0,False,True,False,True,Stable / Higher Income
06,081,608800,1400000US06081608800,06081608800,6088,Census Tract 6088,CA,San Mateo County,California,CT,2861401,0,"POLYGON ((-122.330197 37.512587, -122.329712 37.513167, -122.328878 37.513553, -122.326853 37.515062, -122.324847 37.517322, -122.325505 37.519087, -122.323711 37.521018, -122.321792 37.521221, -122.319724 37.519478, -122.314957 37.519208, -122.314432 37.521113, -122.313285 37.521562, -122.311742 37.524441, -122.3073 37.521163, -122.306712 37.521321, -122.301947 37.523365, -122.298151 37.521141, -122.297556 37.520123, -122.296143 37.517601, -122.296435 37.516273, -122.296367 37.514289, -122.294295 37.512112, -122.295964 37.511591, -122.301096 37.511191, -122.304086 37.512338, -122.311085 37.512659, -122.319085 37.511427, -122.32176 37.511105, -122.326244 37.51166, -122.326579 37.511739, -122.329429 37.512299, -122.329986 37.512507, -122.330197 37.512587))",6050,3123,2024,250001.0,2000001.0,,3501.0,,4151,1443,1182,180,6,81,608800,329,2174,114,33,1811,213,4001.0,118118.0,2024,0,6,11,0,12,0,21,0,44,14,17,76,100,129,158,1436,308,0,0,16,0,0,21,15,256,214,0,12,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081608800,1583300.0,59105.0,1845.0,1580.0,211,22,20,0,14,0,14,0,6,81,608800,141,129,0,47,0,0,0,0,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91589.0,0.10523715415019763,0.48380165289256194,0.7549987954709708,0.8975609756097561,0.26318511968673025,False,False,False,True,Stable / Higher Income
06,081,611100,1400000US06081611100,06081611100,6111,Census Tract 6111,CA,San Mateo County,California,CT,3346675,10047,"POLYGON ((-122.269091 37.452246, -122.266623 37.454113, -122.268021 37.456358, -122.267924 37.456815, -122.267599 37.457254, -122.265382 37.458641, -122.263535 37.457852, -122.261958 37.461298, -122.261144 37.461276, -122.258951 37.459714, -122.258161 37.459879, -122.255149 37.461731, -122.255839 37.462258, -122.255702 37.462684, -122.256123 37.463803, -122.255951 37.46394, -122.25476 37.464793, -122.251508 37.464502, -122.250589 37.46565, -122.249876 37.465347, -122.249169 37.465277, -122.248826 37.466588, -122.24912 37.467089, -122.247117 37.465853, -122.245341 37.466493, -122.242155 37.468967, -122.241187 37.466704, -122.237947 37.46412, -122.236605 37.464176, -122.235922 37.463573, -122.238088 37.461928, -122.240319 37.458551, -122.243102 37.457517, -122.240316 37.455013, -122.243654 37.453223, -122.24694 37.455486, -122.257343 37.447204, -122.260262 37.447453, -122.260313 37.448378, -122.263861 37.448108, -122.263071 37.449421, -122.266632 37.450758, -122.269091 37.452246))",6415,3557,2273,211354.0,2000001.0,,3501.0,,4484,1531,905,426,6,81,611100,322,2291,44,33,1991,282,3232.0,97813.0,2273,63,0,0,9,0,0,15,0,0,85,143,79,211,224,277,1167,64,0,0,17,0,0,7,0,40,134,21,0,0,31,0,0,0,82,278,30,0,0,0,20,129,0,99,39,20,0,0,0,0,0,0,19,06081611100,1560400.0,73934.0,2436.0,474.0,231,0,23,32,20,40,23,26,6,81,611100,67,169,0,7,0,19,0,0,0,143,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,27,81932.0,0.12406511218653761,0.44551831644583006,0.7100802854594113,0.437192118226601,0.28172327608305564,False,False,False,True,Stable / Higher Income
06,081,608023,1400000US06081608023,06081608023,6080.23,Census Tract 6080.23,CA,San Mateo County,California,CT,805954,119028,"POLYGON ((-122.278977 37.545651, -122.275896 37.544568, -122.272284 37.545743, -122.271261 37.546153, -122.269854 37.546404, -122.269677 37.541935, -122.269037 37.541627, -122.26515 37.54149, -122.261749 37.54377, -122.260621 37.545329, -122.260604 37.547103, -122.256857 37.54735, -122.256458 37.546323, -122.259854 37.545138, -122.260413 37.543326, -122.267376 37.538456, -122.270079 37.538899, -122.270205 37.538599, -122.270245 37.536721, -122.276022 37.536685, -122.277199 37.535709, -122.278735 37.536844, -122.277321 37.538288, -122.276478 37.540403, -122.277139 37.544156, -122.278977 37.545651))",2288,830,784,246750.0,2000001.0,,3501.0,,1674,591,386,48,6,81,608023,224,831,7,0,672,112,3766.0,87667.0,784,8,5,0,0,0,0,0,4,13,14,41,77,46,55,72,449,119,34,0,32,0,0,0,24,29,33,0,0,0,0,0,23,0,10,55,8,0,0,11,0,0,0,36,0,0,0,0,0,0,0,0,0,06081608023,1650200.0,90522.0,3501.0,,54,0,0,0,9,0,0,7,6,81,608023,38,0,0,0,0,0,0,0,0,0,27,8,0,0,0,7,0,0,12,17,5,0,0,5,0,0,0,7,73393.0,0.14285714285714285,0.6372377622377623,0.7461170848267622,0.0,0.2119749121318628,False,False,False,True,Stable / Higher Income
06,081,610304,1400000US06081610304,06081610304,6103.04,Census Tract 6103.04,CA,San Mateo County,California,CT,2995728,757524,"POLYGON ((-122.269993 37.530653, -122.267925 37.530658, -122.266147 37.533946, -122.265697 37.534076, -122.264999 37.534388, -122.264577 37.534114, -122.261373 37.533401, -122.260429 37.539677, -122.259625 37.540376, -122.258462 37.541183, -122.256847 37.540493, -122.251933 37.540409, -122.250206 37.538391, -122.246802 37.536967, -122.246197 37.536593, -122.244252 37.53522, -122.243595 37.534726, -122.242196 37.533358, -122.242803 37.532976, -122.250568 37.526177, -122.250517 37.524403, -122.24762 37.522254, -122.245884 37.521537, -122.246929 37.519505, -122.247659 37.517424, -122.248602 37.516493, -122.248605 37.518148, -122.250838 37.517879, -122.254837 37.515505, -122.25922 37.51938, -122.260466 37.520429, -122.261067 37.520434, -122.26192 37.521171, -122.264598 37.523554, -122.265125 37.525067, -122.267991 37.527722, -122.269993 37.530653))",4495,1890,1787,211477.0,1486000.0,177942.0,3501.0,,3223,1278,699,117,6,81,610304,330,1925,9,0,1180,607,3958.0,118648.0,1787,56,29,6,55,0,0,40,69,0,27,23,104,165,109,159,945,140,2,0,0,0,20,41,8,69,124,0,14,0,0,0,20,10,80,43,0,0,0,0,0,11,0,32,26,0,0,0,0,0,0,0,26,06081610304,1157800.0,99146.0,3157.0,144.0,241,0,0,0,13,0,12,6,6,81,610304,210,90,0,0,13,16,0,0,0,61,32,11,0,0,0,0,0,0,21,13,13,0,0,0,0,0,0,0,88906.0,0.33967543368774483,0.5795328142380423,0.7520943220601923,0.10896420652518214,0.2834686474347901,False,False,False,True,Stable / Higher Income
06,081,610100,1400000US06081610100,06081610100,6101,Census Tract 6101,CA,San Mateo County,California,CT,504892,0,"POLYGON ((-122.245183 37.495062, -122.241252 37.498208, -122.24054 37.497775, -122.239452 37.496948, -122.238164 37.495688, -122.236161 37.493531, -122.231769 37.490316, -122.23467 37.488203, -122.23858 37.491624, -122.239441 37.49084, -122.242297 37.492648, -122.24424 37.49407, -122.245183 37.495062))",2543,1085,897,126767.0,1400900.0,198846.0,2296.0,125.0,1922,637,203,14,6,81,610100,8,915,218,54,418,479,2475.0,51131.0,897,19,7,38,37,0,17,7,50,0,66,44,77,66,98,133,238,60,0,0,11,0,5,0,0,44,97,6,3,27,2,24,7,0,28,53,0,0,9,0,7,26,0,11,5,0,0,5,0,0,0,0,0,06081610100,1003300.0,72767.0,1876.0,118.0,109,9,32,0,5,0,0,28,6,81,610100,35,43,7,0,0,9,7,0,5,15,12,0,0,0,0,0,0,0,12,6,0,6,0,0,0,0,0,0,46714.0,0.5340022296544036,0.5733385764844672,0.44849115504682624,0.22388059701492538,0.3962922356224459,False,True,True,True,Stable / Higher Income
06,081,610203,1400000US06081610203,06081610203,6102.03,Census Tract 6102.03,CA,San Mateo County,California,CT,602057,0,"POLYGON ((-122.232476 37.482417, -122.231402 37.483366, -122.229626 37.482088, -122.22753 37.480574, -122.227074 37.480249, -122.22615 37.483105, -122.225542 37.483959, -122.219183 37.481113, -122.215886 37.479646, -122.214969 37.479067, -122.216117 37.477454, -122.21721 37.477639, -122.217246 37.477545, -122.21764 37.477094, -122.220535 37.478874, -122.221923 37.476424, -122.22248 37.476843, -122.224718 37.474952, -122.225773 37.475787, -122.224763 37.476587, -122.228672 37.479663, -122.231258 37.481532, -122.231579 37.481773, -122.232476 37.482417))",2815,340,895,80438.0,750000.0,663671.0,2399.0,136.0,1847,268,55,18,6,81,610203,5,992,125,35,80,815,2351.0,37146.0,895,41,23,0,12,31,15,39,8,105,68,72,198,86,58,65,74,68,0,0,20,0,8,24,5,11,64,14,0,7,8,8,0,6,21,12,0,0,0,0,0,0,0,12,53,6,0,27,0,0,0,20,0,06081610203,869800.0,79917.0,1969.0,92.0,170,10,22,0,25,34,32,18,6,81,610203,29,36,9,0,5,8,0,0,7,7,50,0,0,0,8,0,0,0,42,45,24,0,21,0,0,0,0,0,27724.0,0.9106145251396648,0.8792184724689165,0.1873308067135896,0.21838496698831894,-0.137732812140722,True,True,True,False,Stable / Higher Income
06,081,602900,1400000US06081602900,06081602900,6029,Census Tract 6029,CA,San Mateo County,California,CT,1360939,842095,"POLYGON ((-122.495378215782 37.6643498435446, -122.493743 37.664411, -122.492527 37.663253, -122.491705 37.662246, -122.491647 37.660913, -122.492084 37.660584, -122.492272 37.659922, -122.49179 37.657217, -122.491894 37.656493, -122.491355 37.656545, -122.489181 37.655759, -122.487997 37.656218, -122.486341 37.654696, -122.484356 37.655027, -122.483119 37.65183, -122.481347 37.651671, -122.481185 37.650836, -122.481457 37.650868, -122.480045 37.648242, -122.484599 37.648189, -122.484169 37.645234, -122.486018 37.64326, -122.486664 37.643228, -122.49098 37.646588, -122.49162 37.646495, -122.492734 37.646183, -122.494085 37.644035, -122.494284930419 37.6471756631756, -122.495378215782 37.6643498435446))",3814,1588,1600,139891.0,1224800.0,110028.0,3346.0,273.0,3064,1205,454,56,6,81,602900,90,1671,255,85,886,714,3175.0,70757.0,1600,54,0,0,34,60,0,9,26,23,83,81,207,155,83,304,481,140,7,0,0,21,25,12,18,57,65,0,0,2,0,19,0,0,44,57,0,0,0,0,10,21,0,26,0,0,0,0,0,0,0,0,0,06081602900,867200.0,32938.0,2905.0,218.0,150,24,0,13,13,13,10,0,6,81,602900,77,134,0,11,18,28,20,13,0,44,138,0,0,18,0,17,25,0,78,0,0,0,0,0,0,0,0,0,59301.0,0.44625,0.5836392239119035,0.5890992167101827,0.15180722891566265,0.4123616236162362,False,True,False,True,Stable / Higher Income
06,081,603000,1400000US06081603000,06081603000,6030,Census Tract 6030,CA,San Mateo County,California,CT,3540584,623386,"POLYGON ((-122.495033226837 37.6328379205122, -122.494579555792 37.6381950677187, -122.494085 37.644035, -122.492734 37.646183, -122.49162 37.646495, -122.49098 37.646588, -122.486664 37.643228, -122.486018 37.64326, -122.484169 37.645234, -122.480072 37.644857, -122.472635 37.641672, -122.470596 37.64031, -122.469596 37.637867, -122.470518 37.636307, -122.471408 37.634514, -122.472535 37.633773, -122.47272 37.633802, -122.475849 37.633742, -122.477257 37.633025, -122.477509 37.631999, -122.476832 37.630819, -122.478283 37.627269, -122.479859 37.627043, -122.481587 37.625207, -122.483691 37.62471, -122.485275 37.625285, -122.486956 37.626427, -122.487862 37.625891, -122.488376 37.625613, -122.491245 37.629889, -122.495273297536 37.6300030601338, -122.495033226837 37.6328379205122))",4506,2419,1969,152005.0,1212200.0,71544.0,2827.0,112.0,3529,1169,447,144,6,81,603000,75,2040,136,113,943,1026,2834.0,71538.0,1969,25,42,0,16,8,10,57,10,94,40,128,189,177,150,314,709,111,0,0,0,0,0,51,0,60,177,0,18,45,27,0,23,0,64,28,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,06081603000,891400.0,47891.0,2218.0,116.0,142,11,8,10,21,20,11,9,6,81,603000,52,175,11,21,23,10,10,0,10,90,37,8,0,10,0,0,0,0,19,24,0,24,0,0,0,0,0,0,54574.0,0.521076688674454,0.4631602308033733,0.5199773306885803,0.2745716862037872,0.35988332959389724,False,True,True,True,Stable / Higher Income
